,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.9188509164059055+0j),(1.1527294141624571+0j),(0.9188509164059055+0j),(1.1527294141624571+0j),0j,0j
1,(0.15224733606597768+0.06562783129394953j),(-0.014634261369165905-0.057327506391048694j),(0.16578981747843818+0j),(0.05916590736933552+0j),(0.40699282839138473+0j),(-1.820733208821086+0j)
2,(0.06797324398334531-0.23254196210994307j),(0.03325359542079226+0.0988520134039341j),(0.24227283388684254+0j),(0.10429536021521428+0j),(-1.2864137700946734+0j),(1.2462903327132933+0j)
3,(-0.03196065751534097+0.09714231985957612j),(-0.05922245026355648+0.07372231180519706j),(0.10226492036134932+0j),(0.09456361812622294+0j),(1.8886495738557425+0j),(2.2475570868330337+0j)
4,(0.14826229259132956+0.22443543372427574j),(-0.1036590326170112-0.12758163464384806j),(0.26898507638053226+0j),(0.16438451429952555+0j),(0.9870047311581822+0j),(-2.2531079453692904+0j)
5,(0.014660371356291477-6.938893903907228e-18j),(0.1046889333759611+0j),(0.014660371356291477+0j),(0.1046889333759611+0j),(-4.733095591694826e-16+0j),0j
6,(0.14826229259132956-0.22443543372427574j),(-0.1036590326170112+0.12758163464384806j),(0.26898507638053226+0j),(0.16438451429952555+0j),(-0.9870047311581822+0j),(2.2531079453692904+0j)
7,(-0.03196065751534097-0.09714231985957614j),(-0.05922245026355648-0.07372231180519706j),(0.10226492036134933+0j),(0.09456361812622294+0j),(-1.8886495738557423+0j),(-2.2475570868330337+0j)
8,(0.06797324398334531+0.23254196210994307j),(0.03325359542079226-0.0988520134039341j),(0.24227283388684254+0j),(0.10429536021521428+0j),(1.2864137700946734+0j),(-1.2462903327132933+0j)
9,(0.15224733606597768-0.06562783129394952j),(-0.014634261369165912+0.0573275063910487j),(0.16578981747843818+0j),(0.059165907369335524+0j),(-0.4069928283913847+0j),(1.8207332088210861+0j)
