,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.0416343826122816+0j),(1.3425713124282925+0j),(1.0416343826122816+0j),(1.3425713124282925+0j),0j,0j
1,(0.3077117594505306-0.12978812158384634j),(-0.4646136527508984-0.07260131241935161j),(0.33396329649888845+0j),(0.47025184410860604+0j),(-0.3991441363880093+0j),(-2.9865845048158843+0j)
2,(0.10174276387156433-0.10020300509804245j),(-0.29573982754349665-0.025197499479095754j),(0.1428013733509003+0j),(0.2968113198236485+0j),(-0.7777736959744117+0j),(-3.0565963521231976+0j)
3,(0.09531030505071558+0.27308284746151124j),(0.12453341311196836+0.34443185641624685j),(0.2892374384939603+0j),(0.3662538391548384+0j),(1.2349983192371452+0j),(1.2238587930441254+0j)
4,(-0.0139847646087857-0.14775828290539628j),(-0.07085180877613917-0.1436260824086389j),(0.14841861004710383+0j),(0.1601512733477437+0j),(-1.6651614565475759+0j),(-2.029075532958069+0j)
5,(0.07212372197557027+2.7755575615628914e-17j),(0.08139232882506481+0j),(0.07212372197557027+0j),(0.08139232882506481+0j),(3.8483282414391036e-16+0j),0j
6,(-0.0139847646087857+0.14775828290539628j),(-0.07085180877613917+0.1436260824086389j),(0.14841861004710383+0j),(0.1601512733477437+0j),(1.6651614565475759+0j),(2.029075532958069+0j)
7,(0.09531030505071558-0.27308284746151135j),(0.1245334131119683-0.34443185641624685j),(0.2892374384939604+0j),(0.3662538391548384+0j),(-1.2349983192371452+0j),(-1.2238587930441254+0j)
8,(0.10174276387156433+0.10020300509804245j),(-0.29573982754349665+0.025197499479095754j),(0.1428013733509003+0j),(0.2968113198236485+0j),(0.7777736959744117+0j),(3.0565963521231976+0j)
9,(0.3077117594505306+0.12978812158384637j),(-0.46461365275089844+0.07260131241935164j),(0.33396329649888845+0j),(0.4702518441086061+0j),(0.3991441363880094+0j),(2.9865845048158843+0j)
