,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.9792894384252135+0j),(1.4983949634224016+0j),(0.9792894384252135+0j),(1.4983949634224016+0j),0j,0j
1,(0.04975211954389894+0.013985455252650908j),(-0.09252553614620768-0.14933272549173476j),(0.05168042528592728+0j),(0.1756736683226402+0j),(0.27403094563700164+0j),(-2.1254981301819336+0j)
2,(-0.13253119037190303-0.08676240851992764j),(-0.2501156820509727-0.09031728317611903j),(0.15840527754330794+0j),(0.2659230453498503+0j),(-2.561950915346062+0j),(-2.795061813325775+0j)
3,(0.3160898542752581+0.4279899709478735j),(0.32263694546716076-0.19221232991142717j),(0.5320603454568997+0j),(0.3755531631478545+0j),(0.9346668154222254+0j),(-0.5372917732704899+0j)
4,(0.022186954391595404+0.05662996244192568j),(0.226180611682113+0.09960758235472858j),(0.06082116072016916+0j),(0.24714234676285007+0j),(1.1973890198158599+0j),(0.41483321020620134+0j)
5,(-0.009117353659698374-5.551115123125783e-17j),(0.021619274745864198+2.7755575615628914e-17j),(0.009117353659698374+0j),(0.021619274745864198+0j),(-3.1415926535897873+0j),(1.283834723500084e-15+0j)
6,(0.022186954391595404-0.05662996244192568j),(0.226180611682113-0.09960758235472858j),(0.06082116072016916+0j),(0.24714234676285007+0j),(-1.1973890198158599+0j),(-0.41483321020620134+0j)
7,(0.31608985427525804-0.42798997094787355j),(0.3226369454671607+0.1922123299114272j),(0.5320603454568998+0j),(0.3755531631478544+0j),(-0.9346668154222255+0j),(0.53729177327049+0j)
8,(-0.13253119037190303+0.08676240851992764j),(-0.2501156820509727+0.09031728317611903j),(0.15840527754330794+0j),(0.2659230453498503+0j),(2.561950915346062+0j),(2.795061813325775+0j)
9,(0.049752119543898965-0.013985455252650825j),(-0.09252553614620768+0.1493327254917347j),(0.051680425285927284+0j),(0.17567366832264011+0j),(-0.2740309456369999+0j),(2.1254981301819336+0j)
