,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.339773374352649+0j),(1.121373846108411+0j),(1.339773374352649+0j),(1.121373846108411+0j),0j,0j
1,(-0.04492116119099741-0.4159694389125386j),(0.05911851531144197+0.22132607743969016j),(0.4183879597119876+0j),(0.22908564208057414+0j),(-1.678370929308516+0j),(1.3097796300658562+0j)
2,(0.27776019523559164+0.3228354300008197j),(-0.21468626065745622+0.022754685051806313j),(0.42587960848240686+0j),(0.2158887820311378+0j),(0.8603086138787185+0j),(3.0359964860068764+0j)
3,(-0.07225830436283043-0.06392649412521564j),(-0.10128151356682351-0.07830316301236079j),(0.09647724706132876+0j),(0.12802081990101064+0j),(-2.417298506590685+0j),(-2.4834557288139982+0j)
4,(0.02163550206472585+0.0847885007325167j),(0.2604598350699569-0.15075716687122223j),(0.08750534158587545+0j),(0.30094359778487845+0j),(1.320957506442058+0j),(-0.5246940600515998+0j)
5,(-0.14857254539059123+2.7755575615628914e-17j),(0.1183168905510617-6.938893903907228e-18j),(0.14857254539059123+0j),(0.1183168905510617+0j),(3.141592653589793+0j),(-5.864668917167519e-17+0j)
6,(0.02163550206472585-0.0847885007325167j),(0.2604598350699569+0.15075716687122223j),(0.08750534158587545+0j),(0.30094359778487845+0j),(-1.320957506442058+0j),(0.5246940600515998+0j)
7,(-0.07225830436283044+0.06392649412521562j),(-0.1012815135668235+0.07830316301236079j),(0.09647724706132876+0j),(0.12802081990101064+0j),(2.4172985065906856+0j),(2.4834557288139982+0j)
8,(0.27776019523559164-0.3228354300008197j),(-0.21468626065745622-0.022754685051806313j),(0.42587960848240686+0j),(0.2158887820311378+0j),(-0.8603086138787185+0j),(-3.0359964860068764+0j)
9,(-0.04492116119099743+0.41596943891253857j),(0.05911851531144198-0.22132607743969018j),(0.41838795971198756+0j),(0.22908564208057416+0j),(1.678370929308516+0j),(-1.3097796300658562+0j)
