,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.7814076008087953+0j),(1.3480277764597672+0j),(0.7814076008087953+0j),(1.3480277764597672+0j),0j,0j
1,(0.011314319430726912+0.03155609049737237j),(-0.06003650813740473+0.2860918894844051j),(0.03352313636369484+0j),(0.2923233681013027+0j),(1.2265282593879738+0j),(1.777645271206874+0j)
2,(-0.13503726521318035+0.2420354522328108j),(0.19362791165130605-0.2761650935121942j),(0.27715739776126497+0j),(0.337281673153234+0j),(2.079702474566258+0j),(-0.9593116968264874+0j)
3,(0.0739433503110567-0.03738332389659582j),(0.008187678199709492-0.13325177048456424j),(0.08285609187489741+0j),(0.13350308015762402+0j),(-0.4680913503188787+0j),(-1.5094283072122596+0j)
4,(-0.09922766072845403+0.25926916826701607j),(0.23123138907535598-0.21343836670338454j),(0.2776087719570682+0j),(0.31468061852412693+0j),(1.936318532791038+0j),(-0.745405483458678+0j)
5,(0.070827820804226+0j),(0.2867204656033009-1.3877787807814457e-17j),(0.070827820804226+0j),(0.2867204656033009+0j),0j,(-4.840180410077671e-17+0j)
6,(-0.09922766072845403-0.25926916826701607j),(0.23123138907535598+0.21343836670338454j),(0.2776087719570682+0j),(0.31468061852412693+0j),(-1.936318532791038+0j),(0.745405483458678+0j)
7,(0.0739433503110567+0.03738332389659583j),(0.00818767819970953+0.13325177048456427j),(0.08285609187489741+0j),(0.13350308015762405+0j),(0.4680913503188788+0j),(1.5094283072122592+0j)
8,(-0.13503726521318035-0.2420354522328108j),(0.19362791165130605+0.2761650935121942j),(0.27715739776126497+0j),(0.337281673153234+0j),(-2.079702474566258+0j),(0.9593116968264874+0j)
9,(0.011314319430726916-0.031556090497372374j),(-0.06003650813740474-0.2860918894844051j),(0.03352313636369485+0j),(0.2923233681013027+0j),(-1.2265282593879738+0j),(-1.777645271206874+0j)
