,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.1717303287703493+0j),(1.1240913334524312+0j),(1.1717303287703493+0j),(1.1240913334524312+0j),0j,0j
1,(-0.2883893336894435+0.08353150234912626j),(-0.09610152698239119+0.28845247136575136j),(0.30024310095411566+0j),(0.30404001665135605+0j),(2.8596596079618224+0j),(1.8923930624364234+0j)
2,(-0.17183083900938645+0.09754619726986728j),(0.08730990893931939-0.1304200604799471j),(0.1975882026753661+0j),(0.15694716427697986+0j),(2.625271373811914+0j),(-0.9808682187008173+0j)
3,(0.005093436433738718-0.16342612541421025j),(-0.19059843333532905+0.04662625141485155j),(0.16350547869293466+0j),(0.19621867931184028+0j),(-1.5396398137229685+0j),(2.901673683451652+0j)
4,(0.13920428931560344+0.02566835810290443j),(-0.02488439629771154+0.06383992608326644j),(0.14155104652231+0j),(0.06851838688570012+0j),(0.1823452175099672+0j),(1.9424732599382033+0j)
5,(0.2982073544277591+0j),(-0.10469977952854859-2.0816681711721685e-17j),(0.2982073544277591+0j),(0.10469977952854859+0j),0j,(-3.141592653589793+0j)
6,(0.13920428931560344-0.02566835810290443j),(-0.02488439629771154-0.06383992608326644j),(0.14155104652231+0j),(0.06851838688570012+0j),(-0.1823452175099672+0j),(-1.9424732599382033+0j)
7,(0.005093436433738718+0.16342612541421025j),(-0.19059843333532905-0.04662625141485153j),(0.16350547869293466+0j),(0.19621867931184028+0j),(1.5396398137229685+0j),(-2.9016736834516523+0j)
8,(-0.17183083900938645-0.09754619726986728j),(0.08730990893931939+0.1304200604799471j),(0.1975882026753661+0j),(0.15694716427697986+0j),(-2.625271373811914+0j),(0.9808682187008173+0j)
9,(-0.2883893336894436-0.08353150234912625j),(-0.09610152698239122-0.28845247136575136j),(0.3002431009541157+0j),(0.3040400166513561+0j),(-2.8596596079618224+0j),(-1.8923930624364236+0j)
