,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.1059239287998113+0j),(1.104223904000755+0j),(1.1059239287998113+0j),(1.104223904000755+0j),0j,0j
1,(-0.10045550731851259-0.3719844778438544j),(0.05175017489431355-0.2532293531158978j),(0.3853099540725424+0j),(0.2584631228649226+0j),(-1.8345575171384536+0j),(-1.3692111456781502+0j)
2,(-0.1401790539843441+0.1744408213113811j),(-0.18373857844007035-0.12159928938282677j),(0.22378509180849124+0j),(0.22033214106340984+0j),(2.2477230009390743+0j),(-2.556962696437696+0j)
3,(0.07713422058305457+0.13937801925820206j),(-0.09769190729168901-0.04491919149769892j),(0.1592982116575546+0j),(0.1075241485206691+0j),(1.065333181438869+0j),(-2.7106151726317735+0j)
4,(-0.39821977988824675-0.06375763142607535j),(0.36850299653292257+0.21677917336053087j),(0.4032914934130237+0j),(0.42753674515369816+0j),(-2.9828334137829766+0j),(0.5317496807576972+0j)
5,(0.046642573470916084+1.3877787807814457e-17j),(0.1676540701569702+6.938893903907228e-18j),(0.046642573470916084+0j),(0.1676540701569702+0j),(2.97534779389219e-16+0j),(4.138816252662712e-17+0j)
6,(-0.39821977988824675+0.06375763142607535j),(0.36850299653292257-0.21677917336053087j),(0.4032914934130237+0j),(0.42753674515369816+0j),(2.9828334137829766+0j),(-0.5317496807576972+0j)
7,(0.07713422058305455-0.1393780192582021j),(-0.09769190729168903+0.04491919149769894j),(0.15929821165755462+0j),(0.10752414852066913+0j),(-1.0653331814388691+0j),(2.7106151726317735+0j)
8,(-0.1401790539843441-0.1744408213113811j),(-0.18373857844007035+0.12159928938282677j),(0.22378509180849124+0j),(0.22033214106340984+0j),(-2.2477230009390743+0j),(2.556962696437696+0j)
9,(-0.10045550731851259+0.37198447784385447j),(0.051750174894313536+0.2532293531158978j),(0.3853099540725425+0j),(0.2584631228649226+0j),(1.8345575171384534+0j),(1.3692111456781502+0j)
