,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.3873476886436675+0j),(1.059401693927096+0j),(1.3873476886436675+0j),(1.059401693927096+0j),0j,0j
1,(0.3603213180945726-0.1219507572551764j),(0.34456043038132594+0.1305751154938257j),(0.3803990529280023+0j),(0.3684721847993285+0j),(-0.32634848194822247+0j),(0.36223917879299494+0j)
2,(0.18949423635982315+0.21482859284569558j),(0.019978522656835973+0.1150070635439382j),(0.2864601017902042+0j),(0.11672945657608944+0j),(0.84797508789327+0j),(1.3987971520487275+0j)
3,(-0.29474120636027673-0.1822996097884303j),(0.011912553652015212-0.018626356609032606j),(0.3465624423617268+0j),(0.022109954659360873+0j),(-2.5876758218524203+0j),(-1.001799876786+0j)
4,(-0.03737283628609778+0.10839948753452093j),(0.032337901734252855+0.046759888813971535j),(0.11466114333031145+0j),(0.056852678832832265+0j),(1.902803873163244+0j),(0.965748122171292+0j)
5,(0.27159821405658524+1.3877787807814457e-17j),(-0.14278023132480205-1.0408340855860843e-17j),(0.27159821405658524+0j),(0.14278023132480205+0j),(5.109675649385211e-17+0j),(-3.141592653589793+0j)
6,(-0.03737283628609778-0.10839948753452093j),(0.032337901734252855-0.046759888813971535j),(0.11466114333031145+0j),(0.056852678832832265+0j),(-1.902803873163244+0j),(-0.965748122171292+0j)
7,(-0.2947412063602767+0.1822996097884303j),(0.011912553652015226+0.01862635660903261j),(0.34656244236172673+0j),(0.022109954659360883+0j),(2.5876758218524203+0j),(1.0017998767859995+0j)
8,(0.18949423635982315-0.21482859284569558j),(0.019978522656835973-0.1150070635439382j),(0.2864601017902042+0j),(0.11672945657608944+0j),(-0.84797508789327+0j),(-1.3987971520487275+0j)
9,(0.36032131809457263+0.1219507572551764j),(0.34456043038132594-0.13057511549382567j),(0.38039905292800236+0j),(0.3684721847993285+0j),(0.3263484819482224+0j),(-0.3622391787929949+0j)
