,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.6034567891460245+0j),(1.422956208516723+0j),(1.6034567891460245+0j),(1.422956208516723+0j),0j,0j
1,(-0.013665797777193608-0.038094325070565996j),(0.025095195294520947+0.20900217519326728j),(0.040471368045435566+0j),(0.21050339204484883+0j),(-1.9152322901740975+0j),(1.451296960618942+0j)
2,(0.21456334676860678-0.09662817032114296j),(0.20253467556718846+0.2749724657030721j),(0.2353177279257923+0j),(0.34151156891375356+0j),(-0.42314327092577536+0j),(0.9359501982108285+0j)
3,(0.2383844758494029+0.033875695267222165j),(-0.008655537407409356-0.2533341123629736j),(0.24077940330483472+0j),(0.25348193390170193+0j),(0.14116016217500083+0j),(-1.6049495313224815+0j)
4,(-0.16132099827432161+0.15341042541156677j),(0.22056443428080116-0.11325894235993215j),(0.2226190088675753+0j),(0.24794406162298036+0j),(2.381323559299101+0j),(-0.4743859792969805+0j)
5,(-0.21701173915130906-3.469446951953614e-18j),(-0.025849432937297603+0j),(0.21701173915130906+0j),(0.025849432937297603+0j),(-3.141592653589793+0j),(3.141592653589793+0j)
6,(-0.16132099827432161-0.15341042541156677j),(0.22056443428080116+0.11325894235993215j),(0.2226190088675753+0j),(0.24794406162298036+0j),(-2.381323559299101+0j),(0.4743859792969805+0j)
7,(0.23838447584940287-0.03387569526722217j),(-0.008655537407409365+0.25333411236297365j),(0.2407794033048347+0j),(0.253481933901702+0j),(-0.14116016217500085+0j),(1.6049495313224815+0j)
8,(0.21456334676860678+0.09662817032114296j),(0.20253467556718846-0.2749724657030721j),(0.2353177279257923+0j),(0.34151156891375356+0j),(0.42314327092577536+0j),(-0.9359501982108285+0j)
9,(-0.013665797777193595+0.03809432507056599j),(0.02509519529452095-0.2090021751932673j),(0.04047136804543555+0j),(0.21050339204484889+0j),(1.9152322901740972+0j),(-1.451296960618942+0j)
