,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.9997216401094101+0j),(1.67390367094199+0j),(0.9997216401094101+0j),(1.67390367094199+0j),0j,0j
1,(0.38909838084052456+0.34577705582754964j),(-0.3498419478063303-0.11326660555685449j),(0.5205375320853303+0j),(0.36772097081795485+0j),(0.7265157402709572+0j),(-2.828478104263563+0j)
2,(-0.0203856381409121+0.21372849445170078j),(0.1501915341484626-0.08728427371857082j),(0.21469849459882784+0j),(0.17371252507648144+0j),(1.665889654287171+0j),(-0.526446192530971+0j)
3,(-0.011396597798966512-0.26053685406838584j),(0.05895464927063465-0.13016160693386586j),(0.26078599419685633+0j),(0.14289049860025593+0j),(-1.6145112066613334+0j),(-1.1455049606766914+0j)
4,(-0.06863901295605164-0.020298195247792958j),(0.10313706546453405+0.2215824094624558j),(0.07157744637732301+0j),(0.24440953020662473+0j),(-2.854063507085286+0j),(1.1351630338815462+0j)
5,(0.034547898787763154+2.7755575615628914e-17j),(-0.4414440568561484+1.3877787807814457e-17j),(0.034547898787763154+0j),(0.4414440568561484+0j),(8.033940294354435e-16+0j),(3.141592653589793+0j)
6,(-0.06863901295605164+0.020298195247792958j),(0.10313706546453405-0.2215824094624558j),(0.07157744637732301+0j),(0.24440953020662473+0j),(2.854063507085286+0j),(-1.1351630338815462+0j)
7,(-0.01139659779896651+0.2605368540683858j),(0.05895464927063457+0.13016160693386586j),(0.2607859941968563+0j),(0.14289049860025588+0j),(1.6145112066613334+0j),(1.1455049606766918+0j)
8,(-0.0203856381409121-0.21372849445170078j),(0.1501915341484626+0.08728427371857082j),(0.21469849459882784+0j),(0.17371252507648144+0j),(-1.665889654287171+0j),(0.526446192530971+0j)
9,(0.3890983808405246-0.34577705582754964j),(-0.3498419478063303+0.11326660555685446j),(0.5205375320853303+0j),(0.36772097081795485+0j),(-0.7265157402709571+0j),(2.828478104263563+0j)
