,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.845095224611081+0j),(1.2716512777110385+0j),(0.845095224611081+0j),(1.2716512777110385+0j),0j,0j
1,(0.0585548762738641+0.07002110465907373j),(0.20966957909766712-0.04509402676052569j),(0.09127775541239218+0j),(0.2144639914961761+0j),(0.8743414965046008+0j),(-0.21184484585682498+0j)
2,(0.19731720228283597-0.06304673657916063j),(-0.2860311604889805-0.18081152965629124j),(0.2071448027588616+0j),(0.3383882888448133+0j),(-0.3092672132212634+0j),(-2.5778759442902275+0j)
3,(-0.0744378821869545+0.11081675465808169j),(-0.4632337072561216-0.17824483284333087j),(0.13349663447978152+0j),(0.4963433166404048+0j),(2.1622895589847375+0j),(-2.7742721031242357+0j)
4,(0.39723826121708405+0.35142013375139297j),(-0.222446784310285-0.1964922476596805j),(0.5303718945990815+0j),(0.2968025863100584+0j),(0.7242740881397494+0j),(-2.418068426267429+0j)
5,(-0.1551343437464358-2.0816681711721685e-17j),(0.3135494943743544+2.7755575615628914e-17j),(0.1551343437464358+0j),(0.3135494943743544+0j),(-3.141592653589793+0j),(8.852055612786558e-17+0j)
6,(0.39723826121708405-0.35142013375139297j),(-0.222446784310285+0.1964922476596805j),(0.5303718945990815+0j),(0.2968025863100584+0j),(-0.7242740881397494+0j),(2.418068426267429+0j)
7,(-0.0744378821869545-0.11081675465808172j),(-0.46323370725612156+0.1782448328433309j),(0.13349663447978152+0j),(0.49634331664040476+0j),(-2.1622895589847375+0j),(2.7742721031242357+0j)
8,(0.19731720228283597+0.06304673657916063j),(-0.2860311604889805+0.18081152965629124j),(0.2071448027588616+0j),(0.3383882888448133+0j),(0.3092672132212634+0j),(2.5778759442902275+0j)
9,(0.05855487627386412-0.07002110465907369j),(0.2096695790976671+0.045094026760525666j),(0.09127775541239216+0j),(0.21446399149617607+0j),(-0.8743414965046004+0j),(0.21184484585682486+0j)
