,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.2857281000944066+0j),(1.556618520505004+0j),(0.2857281000944066+0j),(1.556618520505004+0j),0j,0j
1,(-0.02494561349342922+0.20164391870862008j),(0.15265662041519454-0.258974799267668j),(0.20318108569631216+0j),(0.3006193447074185+0j),(1.6938821598135745+0j),(-1.0381590487006063+0j)
2,(-0.13133597168765193-0.1238003375410475j),(0.06266860850309575-0.026064286653747912j),(0.18048728773633063+0j),(0.06787268618879783+0j),(-2.385721624362512+0j),(-0.3941432974057424+0j)
3,(0.2134730834701981-0.1251612012920836j),(-0.05860125346793591-0.09099428917540062j),(0.24745925659621554+0j),(0.1082315460970123+0j),(-0.5302917986862099+0j),(-2.1429492843935996+0j)
4,(0.10799741588874343+0.2011146152523791j),(0.058705217219553685+0.04203008044091466j),(0.22827731010058508+0j),(0.07219993206828342+0j),(1.0779930473357342+0j),(0.621351548651448+0j)
5,(-0.17285939785126544+0j),(-0.3538355487338888+1.3877787807814457e-17j),(0.17285939785126544+0j),(0.3538355487338888+0j),(3.141592653589793+0j),(3.141592653589793+0j)
6,(0.10799741588874343-0.2011146152523791j),(0.058705217219553685-0.04203008044091466j),(0.22827731010058508+0j),(0.07219993206828342+0j),(-1.0779930473357342+0j),(-0.621351548651448+0j)
7,(0.21347308347019808+0.12516120129208358j),(-0.058601253467935904+0.09099428917540062j),(0.2474592565962155+0j),(0.1082315460970123+0j),(0.5302917986862099+0j),(2.1429492843935996+0j)
8,(-0.13133597168765193+0.1238003375410475j),(0.06266860850309575+0.026064286653747912j),(0.18048728773633063+0j),(0.06787268618879783+0j),(2.385721624362512+0j),(0.3941432974057424+0j)
9,(-0.024945613493429206-0.2016439187086201j),(0.15265662041519457+0.258974799267668j),(0.20318108569631219+0j),(0.3006193447074185+0j),(-1.6938821598135745+0j),(1.0381590487006063+0j)
