,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.5971920181635615+0j),(1.371192730737719+0j),(0.5971920181635615+0j),(1.371192730737719+0j),0j,0j
1,(-0.030815121514804034+0.07017588321555537j),(0.10210861979251765-0.08984347903093845j),(0.07664350134913855+0j),(0.13600742979821212+0j),(1.9845595764546495+0j),(-0.7215880278390656+0j)
2,(-0.32105903655840345+0.03419908415857824j),(-0.11959152176274024+0.062820968212913j),(0.3228753355601752+0j),(0.13508740179874584+0j),(3.035473192808537+0j),(2.6579135048148315+0j)
3,(-0.14821243038066237+0.10626711610547111j),(0.03464484448476913+0.13618791028816213j),(0.18237221412462032+0j),(0.14052548579538993+0j),(2.51955350837486+0j),(1.3216901721666436+0j)
4,(0.05270789279810881-0.2914667534044325j),(-0.09496331713312131+0.016971088993347573j),(0.29619417668708004+0j),(0.09646786751320822+0j),(-1.39189304216245+0j),(2.964747525821398+0j)
5,(0.3199803507154718-6.938893903907228e-18j),(-0.041179036122719496+0j),(0.3199803507154718+0j),(0.041179036122719496+0j),(-2.1685375018784604e-17+0j),(3.141592653589793+0j)
6,(0.05270789279810881+0.2914667534044325j),(-0.09496331713312131-0.016971088993347573j),(0.29619417668708004+0j),(0.09646786751320822+0j),(1.39189304216245+0j),(-2.964747525821398+0j)
7,(-0.14821243038066237-0.10626711610547113j),(0.03464484448476913-0.13618791028816213j),(0.18237221412462032+0j),(0.14052548579538993+0j),(-2.51955350837486+0j),(-1.3216901721666436+0j)
8,(-0.32105903655840345-0.03419908415857824j),(-0.11959152176274024-0.062820968212913j),(0.3228753355601752+0j),(0.13508740179874584+0j),(-3.035473192808537+0j),(-2.6579135048148315+0j)
9,(-0.030815121514804054-0.07017588321555536j),(0.10210861979251765+0.08984347903093845j),(0.07664350134913855+0j),(0.13600742979821212+0j),(-1.9845595764546498+0j),(0.7215880278390656+0j)
