,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.4951227438068148+0j),(1.5678595463517346+0j),(0.4951227438068148+0j),(1.5678595463517346+0j),0j,0j
1,(0.13704501367807875-0.37764389140369864j),(0.19014678312489403-0.48478072582006154j),(0.4017415145196639+0j),(0.5207380831659724+0j),(-1.2226804151968893+0j),(-1.1970039044459693+0j)
2,(-0.17785987666380218-0.16288219682594707j),(0.14814610729269767+0.13830982508064232j),(0.241173683824976+0j),(0.2026743121853812+0j),(-2.400122275657806+0j),(0.7510737948464654+0j)
3,(-0.04360918272770338+0.0006456365191233049j),(0.10346008752944068-0.2556557156963462j),(0.04361396180918501+0j),(0.2757967271013391+0j),(3.1267886762474366+0j),(-1.1862575104021638+0j)
4,(-0.05629406897708933-0.11638342246446505j),(-0.14976626104605006-0.03524974246815981j),(0.12928311268893336+0j),(0.15385862761569533+0j),(-2.0213149852470678+0j),(-2.9104347827962935+0j)
5,(-0.18599133737139334+0j),(-0.22637280375237234+2.7755575615628914e-17j),(0.18599133737139334+0j),(0.22637280375237234+0j),(3.141592653589793+0j),(3.141592653589793+0j)
6,(-0.05629406897708933+0.11638342246446505j),(-0.14976626104605006+0.03524974246815981j),(0.12928311268893336+0j),(0.15385862761569533+0j),(2.0213149852470678+0j),(2.9104347827962935+0j)
7,(-0.043609182727703366-0.0006456365191233049j),(0.10346008752944065+0.25565571569634615j),(0.043613961809184996+0j),(0.27579672710133907+0j),(-3.1267886762474366+0j),(1.1862575104021638+0j)
8,(-0.17785987666380218+0.16288219682594707j),(0.14814610729269767-0.13830982508064232j),(0.241173683824976+0j),(0.2026743121853812+0j),(2.400122275657806+0j),(-0.7510737948464654+0j)
9,(0.1370450136780788+0.3776438914036986j),(0.19014678312489403+0.48478072582006154j),(0.40174151451966383+0j),(0.5207380831659724+0j),(1.222680415196889+0j),(1.1970039044459693+0j)
