,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.667035463441911+0j),(1.5309375636337146+0j),(0.667035463441911+0j),(1.5309375636337146+0j),0j,0j
1,(-0.07810564216612637+0.19092166394641202j),(-0.32864056415806053+0.12748420078692244j),(0.20628032650315847+0j),(0.3525008395173104+0j),(1.9591209904670865+0j),(2.771548662326741+0j)
2,(0.16978467177360773-0.16738365466097674j),(0.13687689643024664-0.03313389780183831j),(0.2384200549805675+0j),(0.14083018128199343+0j),(-0.7782771607998775+0j),(-0.23750206275736835+0j)
3,(0.40880105203012695-0.003644710094552722j),(0.1814937800842138+0.2264330041209325j),(0.4088172991112434+0j),(0.29019286270424915+0j),(-0.008915372185886632+0j),(0.8951206416027137+0j)
4,(0.011557434991659538+0.08347382216566884j),(-0.15166450964024453+0.2496104749563622j),(0.08427012098325327+0j),(0.29207449853137907+0j),(1.4332152189090739+0j),(2.1167887978543782+0j)
5,(0.3459952203751711-1.3877787807814457e-17j),(-0.13088703401476703+0j),(0.3459952203751711+0j),(0.13088703401476703+0j),(-4.0109767391487177e-17+0j),(3.141592653589793+0j)
6,(0.011557434991659538-0.08347382216566884j),(-0.15166450964024453-0.2496104749563622j),(0.08427012098325327+0j),(0.29207449853137907+0j),(-1.4332152189090739+0j),(-2.1167887978543782+0j)
7,(0.4088010520301269+0.003644710094552736j),(0.18149378008421374-0.22643300412093254j),(0.40881729911124337+0j),(0.29019286270424915+0j),(0.008915372185886667+0j),(-0.8951206416027139+0j)
8,(0.16978467177360773+0.16738365466097674j),(0.13687689643024664+0.03313389780183831j),(0.2384200549805675+0j),(0.14083018128199343+0j),(0.7782771607998775+0j),(0.23750206275736835+0j)
9,(-0.07810564216612634-0.190921663946412j),(-0.32864056415806053-0.12748420078692238j),(0.20628032650315845+0j),(0.3525008395173104+0j),(-1.9591209904670863+0j),(-2.7715486623267416+0j)
