,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.0444657217057132+0j),(1.2976684891639163+0j),(1.0444657217057132+0j),(1.2976684891639163+0j),0j,0j
1,(-0.19388069583520046+0.0690562219124558j),(0.1297722172737272-0.15724492466779116j),(0.20581177323555583+0j),(0.2038793631290788+0j),(2.799423845370888+0j),(-0.8808254412523403+0j)
2,(0.269042048711188+0.22321724420766703j),(0.0945068750481568+0.07809967026519365j),(0.3495848424722939+0j),(0.1226014189432565+0j),(0.6925748927678254+0j),(0.6906273950707138+0j)
3,(0.030324072052570733+0.3380284995744881j),(-0.12388433364218135+0.21475734513406383j),(0.33938593941179884+0j),(0.2479275003120846+0j),(1.4813271935164225+0j),(2.0940252664372383+0j)
4,(0.0013777877321401039-0.16622156171043448j),(0.028826408381364688-0.1599182816406501j),(0.16622727175915092+0j),(0.162495595703599+0j),(-1.562507653740003+0j),(-1.3924543520210682+0j)
5,(-0.10635553452700988+0j),(-0.17053949204740745+0j),(0.10635553452700988+0j),(0.17053949204740745+0j),(3.141592653589793+0j),(3.141592653589793+0j)
6,(0.0013777877321401039+0.16622156171043448j),(0.028826408381364688+0.1599182816406501j),(0.16622727175915092+0j),(0.162495595703599+0j),(1.562507653740003+0j),(1.3924543520210682+0j)
7,(0.030324072052570712-0.33802849957448816j),(-0.1238843336421813-0.21475734513406386j),(0.3393859394117989+0j),(0.2479275003120846+0j),(-1.4813271935164227+0j),(-2.0940252664372383+0j)
8,(0.269042048711188-0.22321724420766703j),(0.0945068750481568-0.07809967026519365j),(0.3495848424722939+0j),(0.1226014189432565+0j),(-0.6925748927678254+0j),(-0.6906273950707138+0j)
9,(-0.19388069583520046-0.06905622191245575j),(0.1297722172737272+0.1572449246677912j),(0.20581177323555583+0j),(0.20387936312907884+0j),(-2.7994238453708884+0j),(0.8808254412523403+0j)
