,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.5182106627267274+0j),(1.305858687648894+0j),(0.5182106627267274+0j),(1.305858687648894+0j),0j,0j
1,(-0.022520525214443442+0.1495790355946361j),(0.16193790898581692+0.10300090662053561j),(0.1512648734682173+0j),(0.19191944438058126+0j),(1.720233289606946+0j),(0.5665072677635863+0j)
2,(-0.10013927965057659+0.3223624331408513j),(0.3101689394184169-0.13228969831229345j),(0.3375580152054254+0j),(0.3372022171627927+0j),(1.8719875148582537+0j),(-0.40314769149969715+0j)
3,(-0.05720944056341475-0.1688517898844369j),(0.11615107686412951-0.10358115695652553j),(0.17828024858844266+0j),(0.15562817461227674+0j),(-1.8974718238398542+0j),(-0.7282548170153453+0j)
4,(-0.14418989002900787+0.03819013781898482j),(-0.0014279618048829296+0.24747970163309826j),(0.14916169418859+0j),(0.24748382127994456+0j),(2.8826777182689227+0j),(1.576566278628089+0j)
5,(0.1533659140361361+0j),(-0.3437657462616326+0j),(0.1533659140361361+0j),(0.3437657462616326+0j),0j,(3.141592653589793+0j)
6,(-0.14418989002900787-0.03819013781898482j),(-0.0014279618048829296-0.24747970163309826j),(0.14916169418859+0j),(0.24748382127994456+0j),(-2.8826777182689227+0j),(-1.576566278628089+0j)
7,(-0.05720944056341472+0.1688517898844369j),(0.11615107686412951+0.10358115695652555j),(0.17828024858844266+0j),(0.15562817461227677+0j),(1.897471823839854+0j),(0.7282548170153453+0j)
8,(-0.10013927965057659-0.3223624331408513j),(0.3101689394184169+0.13228969831229345j),(0.3375580152054254+0j),(0.3372022171627927+0j),(-1.8719875148582537+0j),(0.40314769149969715+0j)
9,(-0.022520525214443456-0.1495790355946361j),(0.16193790898581695-0.10300090662053563j),(0.15126487346821732+0j),(0.19191944438058128+0j),(-1.7202332896069463+0j),(-0.5665072677635862+0j)
