,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.113018298640152+0j),(1.3039697957243765+0j),(1.113018298640152+0j),(1.3039697957243765+0j),0j,0j
1,(-0.05547008403440098-0.08937068399906649j),(0.14624668637211702+0.16585038201760927j),(0.10518578507214986+0j),(0.22112087755391005+0j),(-2.126278955475982+0j),(0.8481285658596036+0j)
2,(0.14136573499210917+0.10020463766090024j),(-0.15446275742486826-0.37777586756367876j),(0.17327792830770902+0j),(0.4081339847951697+0j),(0.6166293007572978+0j),(-1.9589292804838696+0j)
3,(-0.1379516029930596-0.07769458652563474j),(0.008495657176470148-0.269084920193448j),(0.15832590926233164+0j),(0.26921900093859347+0j),(-2.6286702603278975+0j),(-1.5392344095126214+0j)
4,(-0.3089554327382379+0.4093581549510416j),(0.05022247815215483-0.18010255544146098j),(0.5128621242043448+0j),(0.1869738692659704+0j),(2.2173186288172686+0j),(-1.298849799970326+0j)
5,(-0.11962191070276093+1.3877787807814457e-17j),(-0.06669344251871304+0j),(0.11962191070276093+0j),(0.06669344251871304+0j),(3.141592653589793+0j),(3.141592653589793+0j)
6,(-0.3089554327382379-0.4093581549510416j),(0.05022247815215483+0.18010255544146098j),(0.5128621242043448+0j),(0.1869738692659704+0j),(-2.2173186288172686+0j),(1.298849799970326+0j)
7,(-0.1379516029930596+0.07769458652563475j),(0.008495657176470179+0.269084920193448j),(0.15832590926233167+0j),(0.26921900093859347+0j),(2.6286702603278975+0j),(1.5392344095126214+0j)
8,(0.14136573499210917-0.10020463766090024j),(-0.15446275742486826+0.37777586756367876j),(0.17327792830770902+0j),(0.4081339847951697+0j),(-0.6166293007572978+0j),(1.9589292804838696+0j)
9,(-0.05547008403440098+0.08937068399906647j),(0.14624668637211702-0.1658503820176093j),(0.10518578507214986+0j),(0.22112087755391008+0j),(2.126278955475982+0j),(-0.8481285658596037+0j)
