,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.5781849200318958+0j),(1.204057194686804+0j),(0.5781849200318958+0j),(1.204057194686804+0j),0j,0j
1,(0.06991597673088377-0.15487581312418153j),(0.04910623728853423+0.4983853745633616j),(0.16992575229525947+0j),(0.5007987660920303+0j),(-1.1467517647368866+0j),(1.4725826821987211+0j)
2,(-0.2052775023960119+0.056739285996782594j),(0.07323064163639914-0.1069162947872247j),(0.2129746453580082+0j),(0.12959097563297933+0j),(2.8719226957450994+0j),(-0.9702532680407522+0j)
3,(0.20487986700434185+0.05809108156356656j),(-0.09744617554476613-0.009821492368646545j),(0.21295617779473255+0j),(0.09793987359930968+0j),(0.2762858063266137+0j),(-3.0411429779662216+0j)
4,(-0.06924296383585397-0.15353005263370467j),(0.064937949431393-0.20465272207904744j),(0.16842228208429402+0j),(0.2147083462064714+0j),(-1.9944864683581502+0j),(-1.2635372164065612+0j)
5,(-0.5495405946174338+1.0408340855860843e-17j),(0.06437175222556141+0j),(0.5495405946174338+0j),(0.06437175222556141+0j),(3.141592653589793+0j),0j
6,(-0.06924296383585397+0.15353005263370467j),(0.064937949431393+0.20465272207904744j),(0.16842228208429402+0j),(0.2147083462064714+0j),(1.9944864683581502+0j),(1.2635372164065612+0j)
7,(0.2048798670043418-0.05809108156356657j),(-0.09744617554476612+0.009821492368646545j),(0.2129561777947325+0j),(0.09793987359930967+0j),(-0.2762858063266138+0j),(3.0411429779662216+0j)
8,(-0.2052775023960119-0.056739285996782594j),(0.07323064163639914+0.1069162947872247j),(0.2129746453580082+0j),(0.12959097563297933+0j),(-2.8719226957450994+0j),(0.9702532680407522+0j)
9,(0.06991597673088386+0.15487581312418153j),(0.049106237288534235-0.49838537456336157j),(0.1699257522952595+0j),(0.5007987660920302+0j),(1.1467517647368861+0j),(-1.4725826821987211+0j)
