,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.1878974364684565+0j),(1.1143078275136593+0j),(1.1878974364684565+0j),(1.1143078275136593+0j),0j,0j
1,(-0.2557688716723949+0.0022003786131305735j),(-0.05843732978460524+0.14709018908119056j),(0.25577833642161946+0j),(0.15827332446213133+0j),(3.132989869690869+0j),(1.9489635443286044+0j)
2,(-0.3173524807716587+0.17247100293441817j),(-0.13226358407165223+0.22105161373873816j),(0.3611908690777358+0j),(0.2575994402322709+0j),(2.6437780356418368+0j),(2.1099928841646753+0j)
3,(0.09084670132859562+0.06765192704188716j),(-0.12869274331676583-0.18288706729348048j),(0.11326917663145558+0j),(0.22362804288730212+0j),(0.6400890603874825+0j),(-2.1839833307248475+0j)
4,(-0.2608617641265193+0.09743737751754511j),(0.04708166554305049-0.09455679947415434j),(0.2784652626822534+0j),(0.10562988003923465+0j),(2.7841191682580515+0j),(-1.108814576865952+0j)
5,(0.33768295299315054-6.938893903907228e-18j),(0.08004219949675757+1.3877787807814457e-17j),(0.33768295299315054+0j),(0.08004219949675757+0j),(-2.054854662458479e-17+0j),(1.733808902687217e-16+0j)
6,(-0.2608617641265193-0.09743737751754511j),(0.04708166554305049+0.09455679947415434j),(0.2784652626822534+0j),(0.10562988003923465+0j),(-2.7841191682580515+0j),(1.108814576865952+0j)
7,(0.09084670132859558-0.06765192704188716j),(-0.12869274331676583+0.18288706729348048j),(0.11326917663145554+0j),(0.22362804288730212+0j),(-0.6400890603874827+0j),(2.1839833307248475+0j)
8,(-0.3173524807716587-0.17247100293441817j),(-0.13226358407165223-0.22105161373873816j),(0.3611908690777358+0j),(0.2575994402322709+0j),(-2.6437780356418368+0j),(-2.1099928841646753+0j)
9,(-0.255768871672395-0.00220037861313057j),(-0.058437329784605245-0.1470901890811906j),(0.2557783364216195+0j),(0.15827332446213138+0j),(-3.132989869690869+0j),(-1.9489635443286044+0j)
