,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.0327854632525035+0j),(1.7264463898639941+0j),(1.0327854632525035+0j),(1.7264463898639941+0j),0j,0j
1,(-0.002376286890943463+0.28179585070169844j),(0.07928343749779437-0.10678054272035273j),(0.28180586972609706+0j),(0.1329960441709442+0j),(1.5792287808632743+0j),(-0.9321192571403039+0j)
2,(0.19506035351927892+0.08756502425512615j),(0.08100880811878941+0.041402255823967615j),(0.21381341161832412+0j),(0.09097567686002726+0j),(0.4219491637184621+0j),(0.4724749515269635+0j)
3,(0.015405940074222125+0.2602818412827604j),(-0.05512721521646296+0.09104180017253882j),(0.2607373772421488+0j),(0.10643128880258247+0j),(1.5116758491282685+0j),(2.115261427625983+0j)
4,(0.18660287775030449-0.36981591243465245j),(0.09985348012876119-0.13050297414872652j),(0.4142275257326215+0j),(0.16432207324485681+0j),(-1.1034889240919816+0j),(-0.9176737229958626+0j)
5,(0.25172837498796163-2.7755575615628914e-17j),(0.08292185578036239+0j),(0.25172837498796163+0j),(0.08292185578036239+0j),(-1.10260019820794e-16+0j),0j
6,(0.18660287775030449+0.36981591243465245j),(0.09985348012876119+0.13050297414872652j),(0.4142275257326215+0j),(0.16432207324485681+0j),(1.1034889240919816+0j),(0.9176737229958626+0j)
7,(0.015405940074222108-0.26028184128276044j),(-0.05512721521646295-0.09104180017253884j),(0.26073737724214885+0j),(0.10643128880258247+0j),(-1.5116758491282687+0j),(-2.1152614276259825+0j)
8,(0.19506035351927892-0.08756502425512615j),(0.08100880811878941-0.041402255823967615j),(0.21381341161832412+0j),(0.09097567686002726+0j),(-0.4219491637184621+0j),(-0.4724749515269635+0j)
9,(-0.0023762868909434874-0.2817958507016984j),(0.07928343749779437+0.10678054272035273j),(0.281805869726097+0j),(0.1329960441709442+0j),(-1.5792287808632746+0j),(0.9321192571403039+0j)
