,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.9866428043030124+0j),(1.267955060069804+0j),(0.9866428043030124+0j),(1.267955060069804+0j),0j,0j
1,(-0.1569800635388372+0.15768791067142668j),(-0.2149580723023195+0.052118762377169336j),(0.22250442135062665+0j),(0.2211862071641382+0j),(2.353944989141584+0j),(2.903722829883845+0j)
2,(0.2083360161780117-0.09006812541593606j),(0.011726991948776022+0.43283526179938414j),(0.22697172258425838+0j),(0.432994094875563+0j),(-0.40805558866222874+0j),(1.5437095230345002+0j)
3,(-0.03813182993639537-0.10761182499906873j),(0.1392158779660414+0.05425123768652571j),(0.1141680398970236+0j),(0.14941304316683882+0j),(-1.9113376865470588+0j),(0.3715882326989982+0j)
4,(-0.2971363344662772+0.1706762720349263j),(-0.1085130691687678+0.21243748377518878j),(0.3426665888232985+0j),(0.23854720852099565+0j),(2.62020646734516+0j),(2.0430465684964836+0j)
5,(-0.3936615602189492+0j),(-0.31643787067460744-3.469446951953614e-18j),(0.3936615602189492+0j),(0.31643787067460744+0j),(3.141592653589793+0j),(-3.141592653589793+0j)
6,(-0.2971363344662772-0.1706762720349263j),(-0.1085130691687678-0.21243748377518878j),(0.3426665888232985+0j),(0.23854720852099565+0j),(-2.62020646734516+0j),(-2.0430465684964836+0j)
7,(-0.03813182993639541+0.10761182499906875j),(0.13921587796604135-0.05425123768652572j),(0.11416803989702363+0j),(0.14941304316683876+0j),(1.911337686547059+0j),(-0.3715882326989984+0j)
8,(0.2083360161780117+0.09006812541593606j),(0.011726991948776022-0.43283526179938414j),(0.22697172258425838+0j),(0.432994094875563+0j),(0.40805558866222874+0j),(-1.5437095230345002+0j)
9,(-0.1569800635388372-0.15768791067142668j),(-0.21495807230231945-0.05211876237716933j),(0.22250442135062665+0j),(0.22118620716413814+0j),(-2.353944989141584+0j),(-2.9037228298838444+0j)
