,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.3787320743951295+0j),(1.6489849936409189+0j),(1.3787320743951295+0j),(1.6489849936409189+0j),0j,0j
1,(-0.136142803133109+0.18041410986177142j),(0.1323722159756645-0.03683373831915147j),(0.2260179503538509+0j),(0.13740133857015985+0j),(2.2172431199960485+0j),(-0.2713933904533009+0j)
2,(0.1521696067696357+0.0750484550660526j),(0.18907653396768392+0.3684157626110133j),(0.169669855402269+0j),(0.41410156946996374+0j),(0.45818439501693453+0j),(1.0966326127872055+0j)
3,(0.1560440524581758-0.08081374071963693j),(-0.4469710805471191-0.015856347906017948j),(0.1757287881841522+0j),(0.4472522449517452+0j),(-0.47785740017250106+0j),(-3.1061324147425173+0j)
4,(-0.08489724637940205+0.005913715885155064j),(0.2700235303673564-0.05144308074855j),(0.0851029639811401+0j),(0.27488015117311115+0j),(3.07204765475504+0j),(-0.18825734000550165+0j)
5,(-0.200996573160945+0j),(-0.04749423844582343-6.938893903907228e-18j),(0.200996573160945+0j),(0.04749423844582343+0j),(3.141592653589793+0j),(-3.141592653589793+0j)
6,(-0.08489724637940205-0.005913715885155064j),(0.2700235303673564+0.05144308074855j),(0.0851029639811401+0j),(0.27488015117311115+0j),(-3.07204765475504+0j),(0.18825734000550165+0j)
7,(0.15604405245817576+0.08081374071963694j),(-0.4469710805471191+0.01585634790601794j),(0.17572878818415216+0j),(0.4472522449517452+0j),(0.47785740017250117+0j),(3.1061324147425173+0j)
8,(0.1521696067696357-0.0750484550660526j),(0.18907653396768392-0.3684157626110133j),(0.169669855402269+0j),(0.41410156946996374+0j),(-0.45818439501693453+0j),(-1.0966326127872055+0j)
9,(-0.13614280313310903-0.18041410986177142j),(0.1323722159756645+0.03683373831915148j),(0.2260179503538509+0j),(0.13740133857015985+0j),(-2.2172431199960485+0j),(0.27139339045330096+0j)
