,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.9188829561716065+0j),(1.2183839814889645+0j),(0.9188829561716065+0j),(1.2183839814889645+0j),0j,0j
1,(0.33987578723930434-0.20389356591152283j),(-0.2190677039839091-0.15070069519226034j),(0.3963434583434592+0j),(0.26589727050162093+0j),(-0.5403504703945466+0j),(-2.5390212790602935+0j)
2,(-0.21937760493857666-0.01083937817712749j),(0.003161798490412926+0.3604244659235245j),(0.2196452268269288+0j),(0.36043833398509634+0j),(-3.092223118843557+0j),(1.5620241215560153+0j)
3,(0.019122369545630763-0.04584704999472236j),(0.060130405386068175-0.04329919115031597j),(0.04967511459733373+0j),(0.07409781107539208+0j),(-1.175644115320008+0j),(-0.6240810916884839+0j)
4,(0.11506230864657935-0.2622922737583895j),(-0.02515579507948426+0.20962648207429294j),(0.2864202711827964+0j),(0.21113047154052603+0j),(-1.1573960993061487+0j),(1.6902281554446346+0j)
5,(-0.03078542431260265+1.3877787807814457e-17j),(-0.2015960247429303+3.469446951953614e-18j),(0.03078542431260265+0j),(0.2015960247429303+0j),(3.1415926535897927+0j),(3.141592653589793+0j)
6,(0.11506230864657935+0.2622922737583895j),(-0.02515579507948426-0.20962648207429294j),(0.2864202711827964+0j),(0.21113047154052603+0j),(1.1573960993061487+0j),(-1.6902281554446346+0j)
7,(0.01912236954563081+0.04584704999472236j),(0.060130405386068175+0.04329919115031597j),(0.049675114597333744+0j),(0.07409781107539208+0j),(1.175644115320007+0j),(0.6240810916884839+0j)
8,(-0.21937760493857666+0.01083937817712749j),(0.003161798490412926-0.3604244659235245j),(0.2196452268269288+0j),(0.36043833398509634+0j),(3.092223118843557+0j),(-1.5620241215560153+0j)
9,(0.33987578723930434+0.2038935659115228j),(-0.21906770398390907+0.15070069519226034j),(0.3963434583434592+0j),(0.26589727050162093+0j),(0.5403504703945466+0j),(2.5390212790602935+0j)
