,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.8189474685450835+0j),(1.3529614105593593+0j),(0.8189474685450835+0j),(1.3529614105593593+0j),0j,0j
1,(0.08384679083307046+0.3703732553352129j),(0.09704130516873458+0.05449615393032228j),(0.3797454839765807+0j),(0.11129620704250821+0j),(1.34816442044303+0j),(0.5116879454701061+0j)
2,(-0.058249842096640025-0.12208706910755364j),(-0.12986831831999485+0.09414740141137001j),(0.13527119629675816+0j),(0.16040421844757433+0j),(-2.0159707006057674+0j),(2.5143204454855876+0j)
3,(-0.06332344682794716-0.043551173594453374j),(0.037278579299812785+0.27753363969005623j),(0.07685417125716772+0j),(0.28002609455945776+0j),(-2.5391304945959545+0j),(1.4372745646666079+0j)
4,(-0.19855029046225717+0.013731671327637043j),(-0.10828549958195044-0.5678710715056875j),(0.19902456290643358+0j),(0.5781031943111283+0j),(3.072542939385146+0j),(-1.759221029775203+0j)
5,(-0.3217148850367105-1.3877787807814457e-17j),(-0.22590761962212585-2.7755575615628914e-17j),(0.3217148850367105+0j),(0.22590761962212585+0j),(-3.141592653589793+0j),(-3.141592653589793+0j)
6,(-0.19855029046225717-0.013731671327637043j),(-0.10828549958195044+0.5678710715056875j),(0.19902456290643358+0j),(0.5781031943111283+0j),(-3.072542939385146+0j),(1.759221029775203+0j)
7,(-0.06332344682794716+0.04355117359445336j),(0.037278579299812764-0.2775336396900563j),(0.0768541712571677+0j),(0.2800260945594578+0j),(2.5391304945959545+0j),(-1.4372745646666079+0j)
8,(-0.058249842096640025+0.12208706910755364j),(-0.12986831831999485-0.09414740141137001j),(0.13527119629675816+0j),(0.16040421844757433+0j),(2.0159707006057674+0j),(-2.5143204454855876+0j)
9,(0.0838467908330705-0.3703732553352129j),(0.09704130516873458-0.054496153930322255j),(0.3797454839765807+0j),(0.11129620704250819+0j),(-1.34816442044303+0j),(-0.5116879454701059+0j)
