,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.5186557925262558+0j),(2.1305678445982204+0j),(0.5186557925262558+0j),(2.1305678445982204+0j),0j,0j
1,(-0.1313530654841472-0.07401903206976722j),(0.0819314201494051-0.30751301623776617j),(0.15077282553772048+0j),(0.3182404951657582+0j),(-2.6284347462406616+0j),(-1.3104126942806935+0j)
2,(-0.07218950412518021+0.14068725754634098j),(0.08027729011853302+0.12669778245278537j),(0.15812725553094853+0j),(0.1499892375713286+0j),(2.0448850902882096+0j),(1.0060277598806708+0j)
3,(0.33087232361911617-0.17113784822750608j),(-0.011280565658290033-0.2463538096059732j),(0.3725112852425468+0j),(0.24661194348398272+0j),(-0.4773382081367297+0j),(-1.616554464115809+0j)
4,(0.022689528644489185+0.11991526297884647j),(0.15135663658105558+0.18220236087834116j),(0.12204296376848198+0j),(0.23686817377345357+0j),(1.3837940529394182+0j),(0.8776104758495162+0j)
5,(-0.007307509919494054+2.7755575615628914e-17j),(-0.12307648540570111+2.7755575615628914e-17j),(0.007307509919494054+0j),(0.12307648540570111+0j),(3.1415926535897896+0j),(3.141592653589793+0j)
6,(0.022689528644489185-0.11991526297884647j),(0.15135663658105558-0.18220236087834116j),(0.12204296376848198+0j),(0.23686817377345357+0j),(-1.3837940529394182+0j),(-0.8776104758495162+0j)
7,(0.3308723236191161+0.17113784822750608j),(-0.01128056565829004+0.24635380960597322j),(0.37251128524254673+0j),(0.24661194348398274+0j),(0.4773382081367298+0j),(1.616554464115809+0j)
8,(-0.07218950412518021-0.14068725754634098j),(0.08027729011853302-0.12669778245278537j),(0.15812725553094853+0j),(0.1499892375713286+0j),(-2.0448850902882096+0j),(-1.0060277598806708+0j)
9,(-0.1313530654841472+0.07401903206976718j),(0.0819314201494051+0.30751301623776617j),(0.15077282553772045+0j),(0.3182404951657582+0j),(2.6284347462406616+0j),(1.3104126942806935+0j)
