,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.3074741597936175+0j),(1.310155482582942+0j),(1.3074741597936175+0j),(1.310155482582942+0j),0j,0j
1,(-0.201664023799105-0.1080908753695253j),(0.3874065254219498-0.01171747486435551j),(0.22880562893643208+0j),(0.38758368793939796+0j),(-2.6495655135161016+0j),(-0.030236722772627317+0j)
2,(0.14813373935847052+0.02872088895887219j),(-0.1629495979823633-0.0059454762954913795j),(0.15089232650771592+0j),(0.1630580270057076+0j),(0.1915087603300273+0j),(-3.105122234967887+0j)
3,(-0.2685462070391294+0.1499813371003021j),(0.13579468501716446-0.07808291339212725j),(0.30758977030047246+0j),(0.15664334598926746+0j),(2.6322518426910464+0j),(-0.5218396453276867+0j)
4,(-0.35580997849206375-0.010752969499126975j),(-0.1469616408145604+0.07407905467696636j),(0.35597242470108836+0j),(0.16457651780476104+0j),(-3.1113807474443287+0j),(2.6746938034811323+0j)
5,(0.07471905921870989-1.3877787807814457e-17j),(-0.520895932884353+1.3877787807814457e-17j),(0.07471905921870989+0j),(0.520895932884353+0j),(-1.857329033974161e-16+0j),(3.141592653589793+0j)
6,(-0.35580997849206375+0.010752969499126975j),(-0.1469616408145604-0.07407905467696636j),(0.35597242470108836+0j),(0.16457651780476104+0j),(3.1113807474443287+0j),(-2.6746938034811323+0j)
7,(-0.26854620703912935-0.1499813371003021j),(0.13579468501716446+0.07808291339212727j),(0.3075897703004724+0j),(0.15664334598926746+0j),(-2.6322518426910464+0j),(0.5218396453276868+0j)
8,(0.14813373935847052-0.02872088895887219j),(-0.1629495979823633+0.0059454762954913795j),(0.15089232650771592+0j),(0.1630580270057076+0j),(-0.1915087603300273+0j),(3.105122234967887+0j)
9,(-0.20166402379910503+0.10809087536952533j),(0.3874065254219498+0.011717474864355468j),(0.2288056289364321+0j),(0.38758368793939796+0j),(2.6495655135161016+0j),(0.03023672277262721+0j)
