,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.8454846369534885+0j),(1.6596651458232248+0j),(0.8454846369534885+0j),(1.6596651458232248+0j),0j,0j
1,(0.04559832549766969-0.0686568560373828j),(-0.21909215877972518+0.22365447477704958j),(0.08241948294626301+0j),(0.3130857680038462+0j),(-0.9845393231033003+0j),(2.34589027965799+0j)
2,(0.12821222083702466+0.17544070551690247j),(-0.02319598476577789+0.01887554982087307j),(0.21729660541350035+0j),(0.02990551939516285+0j),(0.9396963123658513+0j),(2.458528358722409+0j)
3,(-0.21773358934225848-0.05218558006040245j),(-0.05830690534235186+0.2722004117954824j),(0.22390009087560445+0j),(0.27837521332229304+0j),(-2.9063537701171795+0j),(1.7818132471994612+0j)
4,(-0.02032225402232389-0.20686842192469876j),(0.18490916997133353+0.22375813464847383j),(0.20786422972258367+0j),(0.29027418755523554+0j),(-1.6687197104004088+0j),(0.8801759204077496+0j)
5,(-0.4501744808813325+0j),(-0.15853150970322905-2.7755575615628914e-17j),(0.4501744808813325+0j),(0.15853150970322905+0j),(3.141592653589793+0j),(-3.141592653589793+0j)
6,(-0.02032225402232389+0.20686842192469876j),(0.18490916997133353-0.22375813464847383j),(0.20786422972258367+0j),(0.29027418755523554+0j),(1.6687197104004088+0j),(-0.8801759204077496+0j)
7,(-0.2177335893422585+0.052185580060402456j),(-0.058306905342351896-0.2722004117954824j),(0.22390009087560447+0j),(0.2783752133222931+0j),(2.9063537701171795+0j),(-1.7818132471994612+0j)
8,(0.12821222083702466-0.17544070551690247j),(-0.02319598476577789-0.01887554982087307j),(0.21729660541350035+0j),(0.02990551939516285+0j),(-0.9396963123658513+0j),(-2.458528358722409+0j)
9,(0.045598325497669706+0.06865685603738278j),(-0.21909215877972518-0.2236544747770495j),(0.08241948294626301+0j),(0.31308576800384613+0j),(0.9845393231033001+0j),(-2.3458902796579904+0j)
