,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.5212110094568856+0j),(1.491873185163826+0j),(0.5212110094568856+0j),(1.491873185163826+0j),0j,0j
1,(-0.1769586457689273+0.3256026875936516j),(0.09948750899214247-0.15986779120906933j),(0.37058261222105626+0j),(0.18829624295648656+0j),(2.068620232240333+0j),(-1.0141329035774325+0j)
2,(-0.12153352497893893-0.05047711447534016j),(-0.017122202481885895+0.06881068945051108j),(0.13159915189530277+0j),(0.07090896135528553+0j),(-2.747936829731092+0j),(1.8146740392722518+0j)
3,(-0.08872071951518327-0.1954928015211067j),(0.2019564498675269-0.24674765014217087j),(0.21468302568638875+0j),(0.3188586058016595+0j),(-1.9968316540383308+0j),(-0.8848920306758818+0j)
4,(0.26016743174397405+0.0717288379283328j),(-0.04791455942237183-0.2999297610065795j),(0.26987426466931674+0j),(0.3037328868300301+0j),(0.2690192971308695+0j),(-1.729210355950288+0j)
5,(-0.2332972753527904+0j),(-0.07129043315610403+2.7755575615628914e-17j),(0.2332972753527904+0j),(0.07129043315610403+0j),(3.141592653589793+0j),(3.1415926535897927+0j)
6,(0.26016743174397405-0.0717288379283328j),(-0.04791455942237183+0.2999297610065795j),(0.26987426466931674+0j),(0.3037328868300301+0j),(-0.2690192971308695+0j),(1.729210355950288+0j)
7,(-0.08872071951518326+0.19549280152110665j),(0.2019564498675269+0.2467476501421709j),(0.21468302568638867+0j),(0.3188586058016595+0j),(1.9968316540383308+0j),(0.8848920306758818+0j)
8,(-0.12153352497893893+0.05047711447534016j),(-0.017122202481885895-0.06881068945051108j),(0.13159915189530277+0j),(0.07090896135528553+0j),(2.747936829731092+0j),(-1.8146740392722518+0j)
9,(-0.17695864576892728-0.32560268759365163j),(0.09948750899214245+0.1598677912090693j),(0.3705826122210563+0j),(0.18829624295648653+0j),(-2.068620232240333+0j),(1.0141329035774325+0j)
