,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.6037060587567644+0j),(1.635799091401132+0j),(0.6037060587567644+0j),(1.635799091401132+0j),0j,0j
1,(-0.1777449130605358+0.2540544291723248j),(-0.25444114912988397-0.08397895644101902j),(0.3100595218679362+0j),(0.26794171660168636+0j),(2.1812760737472487+0j),(-2.8227976821154703+0j)
2,(-0.2525080771705648-0.09284834574338717j),(-0.06491706083196702+0.014419456763666925j),(0.269037440412407+0j),(0.06649921443461243+0j),(-2.7892333649136325+0j),(2.923019958761985+0j)
3,(0.12226073989078744+0.09062515257127668j),(0.03570583696797271+0.2813136993909573j),(0.15218609265373087+0j),(0.2835706336322739+0j),(0.6378742714046229+0j),(1.4445460641540209+0j)
4,(-0.03651039072470233-0.2606900451365625j),(0.16523733764824947+0.07875906776736881j),(0.2632343219722182+0j),(0.18304744879037946+0j),(-1.7099441280504442+0j),(0.44478727074483576+0j)
5,(0.10907937105738286-2.0816681711721685e-17j),(0.29231524543735776+0j),(0.10907937105738286+0j),(0.29231524543735776+0j),(-1.9083976658401113e-16+0j),0j
6,(-0.03651039072470233+0.2606900451365625j),(0.16523733764824947-0.07875906776736881j),(0.2632343219722182+0j),(0.18304744879037946+0j),(1.7099441280504442+0j),(-0.44478727074483576+0j)
7,(0.12226073989078742-0.09062515257127668j),(0.03570583696797269-0.28131369939095735j),(0.15218609265373087+0j),(0.28357063363227397+0j),(-0.6378742714046229+0j),(-1.4445460641540209+0j)
8,(-0.2525080771705648+0.09284834574338717j),(-0.06491706083196702-0.014419456763666925j),(0.269037440412407+0j),(0.06649921443461243+0j),(2.7892333649136325+0j),(-2.923019958761985+0j)
9,(-0.1777449130605358-0.2540544291723248j),(-0.254441149129884+0.08397895644101908j),(0.3100595218679362+0j),(0.2679417166016865+0j),(-2.1812760737472487+0j),(2.8227976821154703+0j)
