,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.9542043750746275+0j),(1.4661602642333178+0j),(0.9542043750746275+0j),(1.4661602642333178+0j),0j,0j
1,(0.154769812007436+0.19258328085963694j),(-0.13939228319669705+0.20362359833513172j),(0.24706682249035156+0j),(0.2467646214791238+0j),(0.893832919038876+0j),(2.171083578511994+0j)
2,(-0.1715778253126293+0.11048706397447348j),(-0.11012567630727099-0.1562286182385582j),(0.2040743527362283+0j),(0.1911414286303809+0j),(2.5694842366075794+0j),(-2.1848038443156295+0j)
3,(-0.23628766480975272+0.5597476281544751j),(-0.225179568503913-0.05061947163809376j),(0.6075765530085955+0j),(0.2307989795916096+0j),(1.9702356697666052+0j),(-2.9204723672154835+0j)
4,(-0.29097454254958743+0.020877738155702603j),(0.1510990767672848+0.018767157196484738j),(0.2917225811664907+0j),(0.15226009716653732+0j),(3.0699643230724574+0j),(0.12357147343353769+0j)
5,(0.1630090839001979-5.551115123125783e-17j),(0.7277274230058869+2.7755575615628914e-17j),(0.1630090839001979+0j),(0.7277274230058869+0j),(-3.405402318882085e-16+0j),(3.814007104608505e-17+0j)
6,(-0.29097454254958743-0.020877738155702603j),(0.1510990767672848-0.018767157196484738j),(0.2917225811664907+0j),(0.15226009716653732+0j),(-3.0699643230724574+0j),(-0.12357147343353769+0j)
7,(-0.2362876648097527-0.5597476281544751j),(-0.22517956850391296+0.050619471638093765j),(0.6075765530085955+0j),(0.23079897959160958+0j),(-1.9702356697666052+0j),(2.9204723672154835+0j)
8,(-0.1715778253126293-0.11048706397447348j),(-0.11012567630727099+0.1562286182385582j),(0.2040743527362283+0j),(0.1911414286303809+0j),(-2.5694842366075794+0j),(2.1848038443156295+0j)
9,(0.154769812007436-0.19258328085963689j),(-0.13939228319669708-0.20362359833513172j),(0.24706682249035153+0j),(0.24676462147912384+0j),(-0.8938329190388759+0j),(-2.171083578511994+0j)
