,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.7052453812727857+0j),(1.3113529293994306+0j),(0.7052453812727857+0j),(1.3113529293994306+0j),0j,0j
1,(0.09448007025167925-0.035904237314179716j),(-0.21393371313800502+0.1793132273529699j),(0.10107224115391515+0j),(0.27914309434544876+0j),(-0.3631637557555514+0j),(2.4440056150762755+0j)
2,(0.10543654320323684-0.17136144334321612j),(-0.14669762934605685-0.12374714717932642j),(0.20120041974935912+0j),(0.19192068906393325+0j),(-1.0192118332380882+0j),(-2.440853643992212+0j)
3,(0.25708568013851785-0.41042447970717366j),(-0.2190802626714421-0.04382499453623932j),(0.48429464221193746+0j),(0.2234206607238674+0j),(-1.0111982772437875+0j),(-2.944157847797801+0j)
4,(-0.12797916626746647+0.11542314543733441j),(0.19904447819261833+0.157276648724663j),(0.17234027242975997+0j),(0.25368218016453725+0j),(2.4077342683054286+0j),(0.6687110366308361+0j)
5,(-0.06630512303223902+0j),(-0.08401974743744084+0j),(0.06630512303223902+0j),(0.08401974743744084+0j),(3.141592653589793+0j),(3.141592653589793+0j)
6,(-0.12797916626746647-0.11542314543733441j),(0.19904447819261833-0.157276648724663j),(0.17234027242975997+0j),(0.25368218016453725+0j),(-2.4077342683054286+0j),(-0.6687110366308361+0j)
7,(0.25708568013851785+0.41042447970717366j),(-0.2190802626714421+0.04382499453623933j),(0.48429464221193746+0j),(0.2234206607238674+0j),(1.0111982772437875+0j),(2.944157847797801+0j)
8,(0.10543654320323684+0.17136144334321612j),(-0.14669762934605685+0.12374714717932642j),(0.20120041974935912+0j),(0.19192068906393325+0j),(1.0192118332380882+0j),(2.440853643992212+0j)
9,(0.09448007025167929+0.03590423731417974j),(-0.21393371313800502-0.1793132273529699j),(0.10107224115391521+0j),(0.27914309434544876+0j),(0.3631637557555515+0j),(-2.4440056150762755+0j)
