,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.49039840715429966+0j),(1.4875143943909714+0j),(0.49039840715429966+0j),(1.4875143943909714+0j),0j,0j
1,(0.03303399168331348+0.07016832494631194j),(0.09475538933419925+0.21274432941690577j),(0.07755538944718443+0j),(0.23289210700864166+0j),(1.130795035768397+0j),(1.151778009482668+0j)
2,(0.27311590415283277+0.11329321019475874j),(0.12321512828184916+0.007864508478031884j),(0.29568166763844717+0j),(0.12346585896965032+0j),(0.3932143197406801+0j),(0.06374099317528514+0j)
3,(-0.27420659744354803+0.11425725828656419j),(0.08546917214369598+0.005303400387722007j),(0.29705888162573196+0j),(0.0856335532522225+0j),(2.746787521588773+0j),(0.06197099432607015+0j)
4,(-0.0312991862337703+0.07103429678497257j),(0.2332222544447492+0.39941233979204616j),(0.07762416104945548+0j),(0.4625179317025971+0j),(1.9858231607725032+0j),(1.0422891224819535+0j)
5,(-0.4611429861269197-6.938893903907228e-18j),(-0.07216482558270552-1.3877787807814457e-17j),(0.4611429861269197+0j),(0.07216482558270552+0j),(-3.141592653589793+0j),(-3.141592653589793+0j)
6,(-0.0312991862337703-0.07103429678497257j),(0.2332222544447492-0.39941233979204616j),(0.07762416104945548+0j),(0.4625179317025971+0j),(-1.9858231607725032+0j),(-1.0422891224819535+0j)
7,(-0.274206597443548-0.11425725828656419j),(0.085469172143696-0.005303400387722021j),(0.2970588816257319+0j),(0.08563355325222252+0j),(-2.746787521588773+0j),(-0.061970994326070304+0j)
8,(0.27311590415283277-0.11329321019475874j),(0.12321512828184916-0.007864508478031884j),(0.29568166763844717+0j),(0.12346585896965032+0j),(-0.3932143197406801+0j),(-0.06374099317528514+0j)
9,(0.033033991683313516-0.07016832494631192j),(0.09475538933419925-0.21274432941690577j),(0.07755538944718443+0j),(0.23289210700864166+0j),(-1.1307950357683965+0j),(-1.151778009482668+0j)
