,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.0828728735678064+0j),(1.03076568704826+0j),(1.0828728735678064+0j),(1.03076568704826+0j),0j,0j
1,(-0.27730603206200166-0.012979095639487126j),(0.1376376894211612+0.18605814761414258j),(0.27760960419551567+0j),(0.2314341544431204+0j),(-3.094822554544382+0j),(0.9338834766167748+0j)
2,(0.13063355464112775-0.4598341679570962j),(-0.17188114739333127+0.34973098283709064j),(0.4780299024318159+0j),(0.3896856286616758+0j),(-1.2940004866541057+0j),(2.0275940570181303+0j)
3,(-0.043005276060137945-0.060599046549093025j),(-0.12041189704845587+0.1257250010818865j),(0.0743081301855175+0j),(0.17408561355795113+0j),(-2.187982242961025+0j),(2.3346118705874+0j)
4,(-0.12534540562042779+0.11924026207880509j),(-0.17690233476633538+0.08772958910154234j),(0.17300205435419458+0j),(0.19746117808244246+0j),(2.3811504743932157+0j),(2.6812135371145946+0j)
5,(0.04973431775795668+6.938893903907228e-18j),(-0.24069082809987216-1.3877787807814457e-17j),(0.04973431775795668+0j),(0.24069082809987216+0j),(1.395192337346805e-16+0j),(-3.141592653589793+0j)
6,(-0.12534540562042779-0.11924026207880509j),(-0.17690233476633538-0.08772958910154234j),(0.17300205435419458+0j),(0.19746117808244246+0j),(-2.3811504743932157+0j),(-2.6812135371145946+0j)
7,(-0.04300527606013795+0.06059904654909303j),(-0.12041189704845587-0.12572500108188656j),(0.07430813018551752+0j),(0.17408561355795116+0j),(2.187982242961025+0j),(-2.3346118705874+0j)
8,(0.13063355464112775+0.4598341679570962j),(-0.17188114739333127-0.34973098283709064j),(0.4780299024318159+0j),(0.3896856286616758+0j),(1.2940004866541057+0j),(-2.0275940570181303+0j)
9,(-0.2773060320620017+0.012979095639487112j),(0.1376376894211612-0.18605814761414258j),(0.27760960419551567+0j),(0.2314341544431204+0j),(3.094822554544382+0j),(-0.9338834766167748+0j)
