,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.8748024212442469+0j),(1.842785436984117+0j),(0.8748024212442469+0j),(1.842785436984117+0j),0j,0j
1,(-0.14705805632874314+0.059315319959740403j),(0.1261996818787301+0.2014304550325076j),(0.158569792561869+0j),(0.23769852317777607+0j),(2.7582048851568146+0j),(1.0111066024935729+0j)
2,(0.10150852118904419+0.29902140295600305j),(0.03127683808379644-0.22971016798461377j),(0.3157812206255511+0j),(0.2318296829054457+0j),(1.2435338004575263+0j),(-1.435470667272389+0j)
3,(-0.5092498997730894-0.006397405886107255j),(-0.22440616361095045+0.21305418806850437j),(0.5092900816047503+0j),(0.3094353136280898+0j),(-3.1290309046584297+0j),(2.3821383921538763+0j)
4,(0.11799819157534135+0.12455566810241826j),(-0.19446243297740143-0.01957664313019189j),(0.17157414627935857+0j),(0.195445344778885+0j),(0.8124267154036239+0j),(-3.0412601188630903+0j)
5,(0.021020704808510704+0j),(-0.005231477914739491-2.7755575615628914e-17j),(0.021020704808510704+0j),(0.005231477914739491+0j),0j,(-3.141592653589788+0j)
6,(0.11799819157534135-0.12455566810241826j),(-0.19446243297740143+0.01957664313019189j),(0.17157414627935857+0j),(0.195445344778885+0j),(-0.8124267154036239+0j),(3.0412601188630903+0j)
7,(-0.5092498997730894+0.0063974058861072484j),(-0.2244061636109504-0.21305418806850437j),(0.5092900816047503+0j),(0.30943531362808974+0j),(3.1290309046584297+0j),(-2.3821383921538763+0j)
8,(0.10150852118904419-0.29902140295600305j),(0.03127683808379644+0.22971016798461377j),(0.3157812206255511+0j),(0.2318296829054457+0j),(-1.2435338004575263+0j),(1.435470667272389+0j)
9,(-0.14705805632874316-0.059315319959740403j),(0.1261996818787301-0.2014304550325076j),(0.15856979256186904+0j),(0.23769852317777607+0j),(-2.7582048851568146+0j),(-1.0111066024935729+0j)
