,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.1031010898281948+0j),(1.3877785328067218+0j),(1.1031010898281948+0j),(1.3877785328067218+0j),0j,0j
1,(-0.14236592611968388-0.06163420169852543j),(0.07571854318058335-0.1409254402798522j),(0.15513488240537587+0j),(0.1599789908064808+0j),(-2.7330260929024583+0j),(-1.0777596849154885+0j)
2,(0.07217420537978064-0.015081208624227497j),(0.06219435850668048-0.20666536958285583j),(0.0737330236445667+0j),(0.21582102125343558+0j),(-0.20599175327698402+0j),(-1.2784752308560965+0j)
3,(0.11175829837128091-0.1812774814721996j),(-0.06520573439300537+0.27171186659782004j),(0.21295878132574836+0j),(0.2794264236750038+0j),(-1.0183298120249968+0j),(1.8063235125256627+0j)
4,(-0.3351902186653538+0.03998720974191267j),(0.148476950360709-0.13430249492800772j),(0.3375669705878693+0j),(0.2002063059254228+0j),(3.0228567402257376+0j),(-0.7353146013649575+0j)
5,(-0.4871617000599426+0j),(-0.07548771980313938+0j),(0.4871617000599426+0j),(0.07548771980313938+0j),(3.141592653589793+0j),(3.141592653589793+0j)
6,(-0.3351902186653538-0.03998720974191267j),(0.148476950360709+0.13430249492800772j),(0.3375669705878693+0j),(0.2002063059254228+0j),(-3.0228567402257376+0j),(0.7353146013649575+0j)
7,(0.11175829837128087+0.1812774814721996j),(-0.06520573439300538-0.2717118665978201j),(0.21295878132574836+0j),(0.27942642367500387+0j),(1.0183298120249968+0j),(-1.8063235125256627+0j)
8,(0.07217420537978064+0.015081208624227497j),(0.06219435850668048+0.20666536958285583j),(0.0737330236445667+0j),(0.21582102125343558+0j),(0.20599175327698402+0j),(1.2784752308560965+0j)
9,(-0.1423659261196838+0.06163420169852543j),(0.07571854318058335+0.14092544027985227j),(0.1551348824053758+0j),(0.15997899080648081+0j),(2.733026092902458+0j),(1.0777596849154887+0j)
