,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.8865725999924262+0j),(1.4470515029957367+0j),(0.8865725999924262+0j),(1.4470515029957367+0j),0j,0j
1,(0.022054285957563452-0.17508381320060468j),(-0.10994274447111421+0.4343414677199692j),(0.17646737141455418+0j),(0.4480400848618098+0j),(-1.4454921156025027+0j),(1.8187141276949674+0j)
2,(-0.02192731672900322-0.2120521012579966j),(-0.22297145906098864-0.47035112369747284j),(0.2131827874544886+0j),(0.5205251685742598+0j),(-1.673835440355967+0j),(-2.0134718824852293+0j)
3,(0.07079704611227343-0.058887107488393056j),(-0.10678677245256454-0.10586985783848923j),(0.09208644398918295+0j),(0.15037234310064373+0j),(-0.6938170178093893+0j),(-2.360506177680296+0j)
4,(0.32000268016755895+0.0780969989856107j),(-0.1270057930039477-0.166499774640947j),(0.3293946820532771+0j),(0.20941023473566842+0j),(0.23937188810954202+0j),(-2.2224383387837245+0j)
5,(-0.3241569609915512+6.938893903907228e-18j),(0.16216363035119336+0j),(0.3241569609915512+0j),(0.16216363035119336+0j),(3.141592653589793+0j),0j
6,(0.32000268016755895-0.0780969989856107j),(-0.1270057930039477+0.166499774640947j),(0.3293946820532771+0j),(0.20941023473566842+0j),(-0.23937188810954202+0j),(2.2224383387837245+0j)
7,(0.07079704611227342+0.05888710748839306j),(-0.10678677245256453+0.10586985783848923j),(0.09208644398918295+0j),(0.15037234310064373+0j),(0.6938170178093894+0j),(2.3605061776802954+0j)
8,(-0.02192731672900322+0.2120521012579966j),(-0.22297145906098864+0.47035112369747284j),(0.2131827874544886+0j),(0.5205251685742598+0j),(1.673835440355967+0j),(2.0134718824852293+0j)
9,(0.022054285957563494+0.17508381320060468j),(-0.10994274447111424-0.4343414677199692j),(0.17646737141455418+0j),(0.4480400848618098+0j),(1.4454921156025025+0j),(-1.8187141276949677+0j)
