,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.9484501406706094+0j),(1.6522355746431459+0j),(0.9484501406706094+0j),(1.6522355746431459+0j),0j,0j
1,(0.3888637605280163-0.03051395191720309j),(-0.2797787419017666-0.308543260277243j),(0.39005913079121196+0j),(0.4165034068079706+0j),(-0.07830905279880496+0j),(-2.30734091883345+0j)
2,(0.14374620793363965+0.35642191359051045j),(-0.005735925775794848+0.10223999988793132j),(0.3843169951782285+0j),(0.1024007735399964+0j),(1.1874453463946164+0j),(1.6268401372849675+0j)
3,(0.1683793279190973+0.011617923990789578j),(-0.27134296181118+0.05070157940797104j),(0.1687796617733981+0j),(0.2760392238051076+0j),(0.0688893331925531+0j),(2.956868617483667+0j)
4,(-0.06859232716964635-0.12039881476918174j),(-0.03220712489401534-0.2097821239128486j),(0.1385668861754912+0j),(0.21224004901838026+0j),(-2.0886454318716976+0j),(-1.7231334221199237+0j)
5,(-0.04329228362067421+6.938893903907228e-18j),(-0.02847125538837464+6.938893903907228e-18j),(0.04329228362067421+0j),(0.02847125538837464+0j),(3.141592653589793+0j),(3.141592653589793+0j)
6,(-0.06859232716964635+0.12039881476918174j),(-0.03220712489401534+0.2097821239128486j),(0.1385668861754912+0j),(0.21224004901838026+0j),(2.0886454318716976+0j),(1.7231334221199237+0j)
7,(0.16837932791909732-0.011617923990789578j),(-0.27134296181118-0.05070157940797102j),(0.16877966177339815+0j),(0.2760392238051076+0j),(-0.06888933319255308+0j),(-2.956868617483667+0j)
8,(0.14374620793363965-0.35642191359051045j),(-0.005735925775794848-0.10223999988793132j),(0.3843169951782285+0j),(0.1024007735399964+0j),(-1.1874453463946164+0j),(-1.6268401372849675+0j)
9,(0.3888637605280163+0.030513951917203075j),(-0.27977874190176666+0.308543260277243j),(0.39005913079121196+0j),(0.4165034068079706+0j),(0.07830905279880492+0j),(2.30734091883345+0j)
