,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.1133432763641593+0j),(1.436883026901436+0j),(1.1133432763641593+0j),(1.436883026901436+0j),0j,0j
1,(-0.046624292901138176+0.07435047178785337j),(-0.15511206435265676+0.4069495187924196j),(0.08775999853924055+0j),(0.4355085112292578+0j),(2.1308957574628744+0j),(1.9349548307061764+0j)
2,(0.23397180831406217+0.2978769075162614j),(-0.03054106225774711+0.03387304137961916j),(0.3787789053223577+0j),(0.04560854542886647+0j),(0.904981400125786+0j),(2.3045130746607914+0j)
3,(0.06056571403119651+0.006614256297317524j),(-0.3005114493072385+0.34377383811098766j),(0.060925808180731414+0j),(0.456604405294448+0j),(0.10877685965973379+0j),(2.2891472613322885+0j)
4,(-0.07996815553697602-0.16089702724908264j),(-0.2155880603063823+0.04455230938947417j),(0.17967403618101874+0j),(0.22014340784725706+0j),(-2.0320526846526583+0j),(2.937806504691261+0j)
5,(0.2604602583237383-3.469446951953614e-18j),(-0.02043961218232218-2.7755575615628914e-17j),(0.2604602583237383+0j),(0.02043961218232218+0j),(-1.3320446559802131e-17+0j),(-3.141592653589792+0j)
6,(-0.07996815553697602+0.16089702724908264j),(-0.2155880603063823-0.04455230938947417j),(0.17967403618101874+0j),(0.22014340784725706+0j),(2.0320526846526583+0j),(-2.937806504691261+0j)
7,(0.060565714031196524-0.006614256297317527j),(-0.3005114493072385-0.3437738381109877j),(0.06092580818073143+0j),(0.456604405294448+0j),(-0.10877685965973383+0j),(-2.2891472613322885+0j)
8,(0.23397180831406217-0.2978769075162614j),(-0.03054106225774711-0.03387304137961916j),(0.3787789053223577+0j),(0.04560854542886647+0j),(-0.904981400125786+0j),(-2.3045130746607914+0j)
9,(-0.04662429290113819-0.07435047178785337j),(-0.15511206435265676-0.40694951879241953j),(0.08775999853924055+0j),(0.43550851122925777+0j),(-2.130895757462875+0j),(-1.9349548307061766+0j)
