,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.965105270791339+0j),(1.6934878659351404+0j),(0.965105270791339+0j),(1.6934878659351404+0j),0j,0j
1,(-0.035868322710154346+0.23413977328341148j),(-0.11579563982592496+0.2026750346649034j),(0.23687120974750625+0j),(0.2334219352998238+0j),(1.7228064907729823+0j),(2.089873011562572+0j)
2,(0.24241151842674724+0.028437821704581437j),(-0.21164356253225008+0.07130714397464884j),(0.24407386990266447+0j),(0.2233331734050357+0j),(0.11677841659011126+0j),(2.816616753012193+0j)
3,(0.47450745935046335-0.027361951679009372j),(-0.2246718703497011+0.17213567090160004j),(0.4752957030932597+0j),(0.28303381162535485+0j),(-0.0576001160648697+0j),(2.4878261085796534+0j)
4,(-0.11124710008012308+0.2679052931143541j),(0.14629817872497247-0.17710315669197788j),(0.290084752020724+0j),(0.2297143556865945+0j),(1.9643779151711709+0j),(-0.8803647341657644+0j)
5,(0.313593663674439+0j),(-0.47299933878646955-2.7755575615628914e-17j),(0.313593663674439+0j),(0.47299933878646955+0j),0j,(-3.141592653589793+0j)
6,(-0.11124710008012308-0.2679052931143541j),(0.14629817872497247+0.17710315669197788j),(0.290084752020724+0j),(0.2297143556865945+0j),(-1.9643779151711709+0j),(0.8803647341657644+0j)
7,(0.4745074593504633+0.027361951679009372j),(-0.2246718703497011-0.17213567090160006j),(0.47529570309325964+0j),(0.28303381162535485+0j),(0.05760011606486971+0j),(-2.4878261085796534+0j)
8,(0.24241151842674724-0.028437821704581437j),(-0.21164356253225008-0.07130714397464884j),(0.24407386990266447+0j),(0.2233331734050357+0j),(-0.11677841659011126+0j),(-2.816616753012193+0j)
9,(-0.03586832271015436-0.23413977328341148j),(-0.11579563982592495-0.20267503466490333j),(0.23687120974750625+0j),(0.23342193529982375+0j),(-1.7228064907729825+0j),(-2.089873011562572+0j)
