,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.6572313950391621+0j),(1.901666829024104+0j),(0.6572313950391621+0j),(1.901666829024104+0j),0j,0j
1,(-0.0901649846136216+0.28600055237974686j),(0.22884586332458196+0.17976644419952112j),(0.2998767086852444+0j),(0.2910092844239042+0j),(1.8761950967427048+0j),(0.665858400181808+0j)
2,(0.13000881382374105-0.11818575933592651j),(0.017906264569544805-0.15750286559352225j),(0.1756990762117596+0j),(0.15851746585473056+0j),(-0.7377979137492569+0j),(-1.4575938735910567+0j)
3,(0.016965817196239408+0.014250949545224906j),(-0.19074148872005056-0.13734783336420192j),(0.022156906735299464+0j),(0.23504625682827146+0j),(0.698648182045969+0j),(-2.5175213963773526+0j)
4,(0.18852781291448906-0.14595378375606266j),(0.18718780495205722+0.02245760822320425j),(0.23842240506091722+0j),(0.18853015273392304+0j),(-0.6587953149452047+0j),(0.11940297120214977+0j)
5,(0.21160707987574878+0j),(-0.12611158270813763+0j),(0.21160707987574878+0j),(0.12611158270813763+0j),0j,(3.141592653589793+0j)
6,(0.18852781291448906+0.14595378375606266j),(0.18718780495205722-0.02245760822320425j),(0.23842240506091722+0j),(0.18853015273392304+0j),(0.6587953149452047+0j),(-0.11940297120214977+0j)
7,(0.01696581719623942-0.01425094954522492j),(-0.19074148872005056+0.13734783336420192j),(0.02215690673529948+0j),(0.23504625682827146+0j),(-0.6986481820459691+0j),(2.5175213963773526+0j)
8,(0.13000881382374105+0.11818575933592651j),(0.017906264569544805+0.15750286559352225j),(0.1756990762117596+0j),(0.15851746585473056+0j),(0.7377979137492569+0j),(1.4575938735910567+0j)
9,(-0.0901649846136216-0.28600055237974686j),(0.22884586332458193-0.17976644419952115j),(0.2998767086852444+0j),(0.2910092844239042+0j),(-1.8761950967427048+0j),(-0.6658584001818082+0j)
