,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.6606178695710094+0j),(1.4534366386624642+0j),(0.6606178695710094+0j),(1.4534366386624642+0j),0j,0j
1,(0.015924870987110373+0.1993021009303968j),(-0.07093427026709181-0.00781140715038179j),(0.19993731255377567+0j),(0.07136307714773699+0j),(1.4910625493954408+0j),(-3.031912817624267+0j)
2,(0.14171841417823422+0.03210832011112208j),(0.019681444163888617+0.20784695122234448j),(0.14531019626148683+0j),(0.2087767093734354+0j),(0.2228027773184759+0j),(1.4763858316699965+0j)
3,(0.2863982897786024+0.028970628018743477j),(0.10807067016499275+0.07621134614789467j),(0.28785982296233825+0j),(0.13224008103288834+0j),(0.10081211675271388+0j),(0.6142068192578365+0j)
4,(-0.08720100139015349+0.18966249540943583j),(-0.15397508545003444-0.3057388533565729j),(0.20874835761840096+0j),(0.3423223238281976+0j),(2.0017446790639943+0j),(-2.0373328290291783+0j)
5,(0.13550092891000115-2.0816681711721685e-17j),(-0.1413917009153694-6.938893903907228e-18j),(0.13550092891000115+0j),(0.1413917009153694+0j),(-1.536275941366276e-16+0j),(-3.141592653589793+0j)
6,(-0.08720100139015349-0.18966249540943583j),(-0.15397508545003444+0.3057388533565729j),(0.20874835761840096+0j),(0.3423223238281976+0j),(-2.0017446790639943+0j),(2.0373328290291783+0j)
7,(0.2863982897786024-0.028970628018743484j),(0.10807067016499274-0.07621134614789468j),(0.28785982296233825+0j),(0.13224008103288834+0j),(-0.10081211675271391+0j),(-0.6142068192578366+0j)
8,(0.14171841417823422-0.03210832011112208j),(0.019681444163888617-0.20784695122234448j),(0.14531019626148683+0j),(0.2087767093734354+0j),(-0.2228027773184759+0j),(-1.4763858316699965+0j)
9,(0.015924870987110373-0.1993021009303968j),(-0.07093427026709181+0.007811407150381797j),(0.19993731255377567+0j),(0.07136307714773699+0j),(-1.4910625493954408+0j),(3.031912817624267+0j)
