,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.9249720689775047+0j),(1.1509116968720186+0j),(0.9249720689775047+0j),(1.1509116968720186+0j),0j,0j
1,(0.36397136967713184+0.019840363234830453j),(0.036831313675861795+0.3507842482538222j),(0.3645117254052843+0j),(0.3527125380392493+0j),(0.054456884422435806+0j),(1.4661825801628496+0j)
2,(-0.25575434542702896-0.23948045163011286j),(0.05460888744601594+0.07028638870914602j),(0.35037290408616195+0j),(0.08900734253905578+0j),(-2.389043635558111+0j),(0.9102702188137091+0j)
3,(-0.10801392242449662-0.12023778528342348j),(-0.032481885545325925-0.04523196160518744j),(0.16162961500723752+0j),(0.05568665225377446+0j),(-2.302691290692944+0j),(-2.1935788069422713+0j)
4,(0.1197588325852782+0.2147226212680233j),(0.10130689916814342-0.051289711934096364j),(0.24586171329916268+0j),(0.11355052782504785+0j),(1.0620321222609526+0j),(-0.46865941070526035+0j)
5,(0.1196338492050447+6.938893903907228e-18j),(-0.14707658422223402-1.3877787807814457e-17j),(0.1196338492050447+0j),(0.14707658422223402+0j),(5.800109208234545e-17+0j),(-3.141592653589793+0j)
6,(0.1197588325852782-0.2147226212680233j),(0.10130689916814342+0.051289711934096364j),(0.24586171329916268+0j),(0.11355052782504785+0j),(-1.0620321222609526+0j),(0.46865941070526035+0j)
7,(-0.1080139224244966+0.12023778528342349j),(-0.032481885545325925+0.04523196160518744j),(0.16162961500723752+0j),(0.05568665225377446+0j),(2.302691290692944+0j),(2.1935788069422713+0j)
8,(-0.25575434542702896+0.23948045163011286j),(0.05460888744601594-0.07028638870914602j),(0.35037290408616195+0j),(0.08900734253905578+0j),(2.389043635558111+0j),(-0.9102702188137091+0j)
9,(0.36397136967713184-0.019840363234830447j),(0.036831313675861815-0.3507842482538222j),(0.3645117254052843+0j),(0.35271253803924935+0j),(-0.054456884422435785+0j),(-1.4661825801628496+0j)
