,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.129074232401217+0j),(1.510232908160248+0j),(1.129074232401217+0j),(1.510232908160248+0j),0j,0j
1,(-0.06617783172880895-0.09344823687932671j),(0.1159195209360812+0.042633365466858794j),(0.1145079839495103+0j),(0.12351088690913573+0j),(-2.1869887248892126+0j),(0.3524295097286822+0j)
2,(-0.18923452205201174+0.09984927403606661j),(-0.10502974192786241-0.017649161320214643j),(0.213961636425278+0j),(0.10650229849510451+0j),(2.6560718342674217+0j),(-2.975108396366962+0j)
3,(0.21229989866879953+0.16452756636455207j),(-0.03830720439243021+0.30648224789401257j),(0.2685899608485482+0j),(0.30886697813545944+0j),(0.6592957805795637+0j),(1.6951414373569758+0j)
4,(-0.15512284394481507+0.41264730261942184j),(-0.25698930972910217-0.13207543780103986j),(0.44084111998838327+0j),(0.2889419086691592+0j),(1.9303743261862034+0j),(-2.6668604109141696+0j)
5,(0.11760203509358785-1.3877787807814457e-17j),(-0.38414525405563704-2.7755575615628914e-17j),(0.11760203509358785+0j),(0.38414525405563704+0j),(-1.1800635760061885e-16+0j),(-3.141592653589793+0j)
6,(-0.15512284394481507-0.41264730261942184j),(-0.25698930972910217+0.13207543780103986j),(0.44084111998838327+0j),(0.2889419086691592+0j),(-1.9303743261862034+0j),(2.6668604109141696+0j)
7,(0.2122998986687995-0.16452756636455207j),(-0.03830720439243021-0.30648224789401257j),(0.26858996084854814+0j),(0.30886697813545944+0j),(-0.6592957805795638+0j),(-1.6951414373569758+0j)
8,(-0.18923452205201174-0.09984927403606661j),(-0.10502974192786241+0.017649161320214643j),(0.213961636425278+0j),(0.10650229849510451+0j),(-2.6560718342674217+0j),(2.975108396366962+0j)
9,(-0.06617783172880895+0.09344823687932674j),(0.11591952093608124-0.042633365466858725j),(0.11450798394951034+0j),(0.12351088690913574+0j),(2.1869887248892126+0j),(-0.3524295097286816+0j)
