,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.2328943168406883+0j),(1.4155761443202133+0j),(1.2328943168406883+0j),(1.4155761443202133+0j),0j,0j
1,(0.11882519413411632+0.31236759117906565j),(-0.08881187819068564-0.002760607210554017j),(0.3342049353017132+0j),(0.08885477285958335+0j),(1.2072982621609984+0j),(-3.110518897667773+0j)
2,(-0.360710561619839-0.007520775154898254j),(-0.015543021289111614-0.08626916995966899j),(0.36078895676424216+0j),(0.08765817244458175+0j),(-3.120745785119464+0j),(-1.7490528577186095+0j)
3,(-0.21832463566953156-0.009258944177434947j),(0.15505062589715468+0.34654964662882376j),(0.21852087906539858+0j),(0.3796542560931749+0j),(-3.099208983488385+0j),(1.1500962930256677+0j)
4,(-0.24257655980544238+0.21140697615160142j),(-0.19763993514625333+0.08596683390446042j),(0.32177056567157775+0j),(0.21552689042477347+0j),(2.424744872133411+0j),(2.7313103142744866+0j)
5,(0.19509370845217977+0j),(0.04378840307695993-5.551115123125783e-17j),(0.19509370845217977+0j),(0.04378840307695993+0j),0j,(-1.267713534419026e-15+0j)
6,(-0.24257655980544238-0.21140697615160142j),(-0.19763993514625333-0.08596683390446042j),(0.32177056567157775+0j),(0.21552689042477347+0j),(-2.424744872133411+0j),(-2.7313103142744866+0j)
7,(-0.21832463566953153+0.009258944177434947j),(0.15505062589715463-0.34654964662882376j),(0.21852087906539855+0j),(0.3796542560931749+0j),(3.099208983488385+0j),(-1.150096293025668+0j)
8,(-0.360710561619839+0.007520775154898254j),(-0.015543021289111614+0.08626916995966899j),(0.36078895676424216+0j),(0.08765817244458175+0j),(3.120745785119464+0j),(1.7490528577186095+0j)
9,(0.11882519413411632-0.31236759117906565j),(-0.08881187819068566+0.0027606072105541j),(0.3342049353017132+0j),(0.08885477285958335+0j),(-1.2072982621609984+0j),(3.1105188976677716+0j)
