,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(0.5532597022620733+0j),(1.367004438383594+0j),(0.5532597022620733+0j),(1.367004438383594+0j),0j,0j
1,(-0.18075931130827658+0.1041829193150797j),(0.2185563504314243-0.14273862341035154j),(0.2086336725019594+0j),(0.261038680901865+0j),(2.6187348940468103+0j),(-0.5785496995210282+0j)
2,(0.2610969290589774-0.03353789894480541j),(0.07257131519516324-0.039986363142362355j),(0.26324208825653367+0j),(0.08285834313156767+0j),(-0.1277504567995354+0j),(-0.5036060795905368+0j)
3,(-0.1539234633295072+0.13451569459478935j),(-0.18644895930308067+0.17466795934090687j),(0.20441845478250928+0j),(0.25548407082540103+0j),(2.4233787091345906+0j),(2.388806706543931+0j)
4,(-0.10100995204959423+0.001022326132114889j),(0.11593394119482733-0.19548895432405214j),(0.1010151254208088+0j),(0.22728090545331128+0j),(3.1314719555198263+0j),(-1.0355057568084376+0j)
5,(-0.1752777765527467-1.3877787807814457e-17j),(-0.10487342408745197+0j),(0.1752777765527467+0j),(0.10487342408745197+0j),(-3.141592653589793+0j),(3.141592653589793+0j)
6,(-0.10100995204959423-0.001022326132114889j),(0.11593394119482733+0.19548895432405214j),(0.1010151254208088+0j),(0.22728090545331128+0j),(-3.1314719555198263+0j),(1.0355057568084376+0j)
7,(-0.1539234633295072-0.13451569459478935j),(-0.18644895930308064-0.1746679593409069j),(0.20441845478250928+0j),(0.25548407082540103+0j),(-2.4233787091345906+0j),(-2.3888067065439307+0j)
8,(0.2610969290589774+0.03353789894480541j),(0.07257131519516324+0.039986363142362355j),(0.26324208825653367+0j),(0.08285834313156767+0j),(0.1277504567995354+0j),(0.5036060795905368+0j)
9,(-0.18075931130827658-0.10418291931507967j),(0.21855635043142427+0.14273862341035157j),(0.20863367250195938+0j),(0.261038680901865+0j),(-2.6187348940468103+0j),(0.5785496995210283+0j)
