,HighAlphaSpectrum,LowBetaSpectrum,HighAlphaMagnitude,LowBetaMagnitude,HighAlphaPhase,LowBetaPhase
0,(1.0917543847676467+0j),(1.367069038669149+0j),(1.0917543847676467+0j),(1.367069038669149+0j),0j,0j
1,(0.054406816255852086+0.006774074349063727j),(-0.18429093511349395-0.23470857144819915j),(0.05482690706564337+0j),(0.29841458120584596+0j),(0.12387036200388847+0j),(-2.236441612486816+0j)
2,(0.1529559348586909+0.12998765189328937j),(0.01934781091133797+0.25960041701523595j),(0.2007294389301855+0j),(0.260320407001728+0j),(0.704399575088709+0j),(1.4964046639233204+0j)
3,(0.2478071945990295-0.14551284606148573j),(-0.08564980715957596+0.14669508096372078j),(0.2873715261885821+0j),(0.16986858522229809+0j),(-0.5309559521007986+0j),(2.0992657594238344+0j)
4,(0.028069178933352368+0.17501693704998852j),(-0.02799634341646348-0.027790968219915335j),(0.17725351071375764+0j),(0.03944785367156117+0j),(1.411770780274575+0j),(-2.359875869752265+0j)
5,(-0.4607120052406667+0j),(-0.22504014194816996-1.3877787807814457e-17j),(0.4607120052406667+0j),(0.22504014194816996+0j),(3.141592653589793+0j),(-3.141592653589793+0j)
6,(0.028069178933352368-0.17501693704998852j),(-0.02799634341646348+0.027790968219915335j),(0.17725351071375764+0j),(0.03944785367156117+0j),(-1.411770780274575+0j),(2.359875869752265+0j)
7,(0.24780719459902945+0.14551284606148576j),(-0.08564980715957597-0.1466950809637208j),(0.287371526188582+0j),(0.1698685852222981+0j),(0.5309559521007988+0j),(-2.0992657594238344+0j)
8,(0.1529559348586909-0.12998765189328937j),(0.01934781091133797-0.25960041701523595j),(0.2007294389301855+0j),(0.260320407001728+0j),(-0.704399575088709+0j),(-1.4964046639233204+0j)
9,(0.05440681625585213-0.006774074349063741j),(-0.18429093511349395+0.23470857144819915j),(0.0548269070656434+0j),(0.29841458120584596+0j),(-0.12387036200388864+0j),(2.236441612486816+0j)
